station_id,label,event_year,relative_day,surge_m,surge_anomaly_m,pressure_anomaly_hpa,wind_speed_anomaly_ms,wind_direction_at_max_deg,alongshore_azimuth_deg,alongshore_wind_stress_proxy_m2s2,alongshore_wind_stress_anomaly_m2s2,pressure_rho,event_group
aberdeen-p038-uk,Aberdeen,1980,-3,0.0391714723394933,-0.06978403261039282,2.206738496864773,2.414237981689187,202.0,20.0,83.97659032591011,70.33996456080621,-0.7239702256902232,pressure-coherent European sites
aberdeen-p038-uk,Aberdeen,1980,-2,0.2717807137140583,0.1628252087641722,8.706738496864773,-0.14131757386636856,285.0,20.0,3.8092977563259076,-9.827328008778,-0.7239702256902232,pressure-coherent European sites
aberdeen-p038-uk,Aberdeen,1980,-1,0.0900337483876584,-0.01892175656222772,1.706738496864773,4.247571315022521,281.0,20.0,18.928570269867894,5.291944504763986,-0.7239702256902232,pressure-coherent European sites
aberdeen-p038-uk,Aberdeen,1980,0,0.5918888714286373,0.4829333664787512,5.806738496864796,4.303126870578076,296.0,20.0,-12.776023684760323,-26.412649449864233,-0.7239702256902232,pressure-coherent European sites
aberdeen-p038-uk,Aberdeen,1980,1,0.0865319118245232,-0.02242359312536292,-1.4932615031351588,2.3586824261336314,189.0,20.0,81.48717508027275,67.85054931516885,-0.7239702256902232,pressure-coherent European sites
aberdeen-p038-uk,Aberdeen,1980,2,0.2402319710405242,0.1312764660906381,1.706738496864773,-0.05798424053303464,290.0,20.0,-1.4864652718592373e-14,-13.636625765103922,-0.7239702256902232,pressure-coherent European sites
aberdeen-p038-uk,Aberdeen,1980,3,0.1202499686281821,0.01129446367829598,-9.293261503135227,1.3586824261336314,213.0,20.0,64.10392685482121,50.4673010897173,-0.7239702256902232,pressure-coherent European sites
aberdeen-p038-uk,Aberdeen,1981,-3,0.2730295725523832,0.16407406760249707,-3.493261503135159,-1.030206462755257,185.0,20.0,31.628108305866437,17.99148254076253,-0.7239702256902232,pressure-coherent European sites
aberdeen-p038-uk,Aberdeen,1981,-2,0.1349078700720604,0.025952365122174276,-7.093261503135182,0.10868242613363144,203.0,20.0,47.010331239075455,33.37370547397155,-0.7239702256902232,pressure-coherent European sites
aberdeen-p038-uk,Aberdeen,1981,-1,0.3288857932969733,0.2199302883470872,-15.793261503135227,8.525349092800298,281.0,20.0,36.51344573662788,22.87681997152397,-0.7239702256902232,pressure-coherent European sites
aberdeen-p038-uk,Aberdeen,1981,0,0.7065509113292381,0.5975954063793519,-13.893261503135136,8.358682426133631,282.0,20.0,31.77957623897985,18.142950473875942,-0.7239702256902232,pressure-coherent European sites
aberdeen-p038-uk,Aberdeen,1981,1,0.3252607976334896,0.21630529268360346,9.806738496864796,3.080904648355853,295.0,20.0,-8.427476125127747,-22.064101890231655,-0.7239702256902232,pressure-coherent European sites
aberdeen-p038-uk,Aberdeen,1981,2,0.0941371375685274,-0.014818367381358721,-10.993261503135159,-0.3357620183108123,195.0,20.0,41.01693309018028,27.380307325076373,-0.7239702256902232,pressure-coherent European sites
aberdeen-p038-uk,Aberdeen,1981,3,0.3102273218259179,0.20127181687603177,-16.59326150313518,2.3309046483558546,284.0,20.0,8.624324111687462,-5.012301653416445,-0.7239702256902232,pressure-coherent European sites
aberdeen-p038-uk,Aberdeen,1982,-3,0.1744476260568345,0.06549212110694838,-22.793261503135227,0.24757131502252072,304.0,20.0,-11.854172884383729,-25.490798649487637,-0.7239702256902232,pressure-coherent European sites
aberdeen-p038-uk,Aberdeen,1982,-2,0.1297274408660346,0.020771935916148482,-18.09326150313518,1.9420157594669654,294.0,20.0,-5.273126524875127,-18.909752289979036,-0.7239702256902232,pressure-coherent European sites
aberdeen-p038-uk,Aberdeen,1982,-1,0.2885346490577907,0.17957914410790457,-55.693261503135204,6.747571315022521,168.0,20.0,154.55676552450865,140.92013975940475,-0.7239702256902232,pressure-coherent European sites
aberdeen-p038-uk,Aberdeen,1982,0,0.757311725230178,0.6483562202802918,-60.59326150313518,5.497571315022521,202.0,20.0,149.97108597955307,136.33446021444917,-0.7239702256902232,pressure-coherent European sites
aberdeen-p038-uk,Aberdeen,1982,1,0.4904084180306977,0.38145291308081153,-48.29326150313523,4.13646020391141,315.0,20.0,-50.108960317996,-63.74558608309991,-0.7239702256902232,pressure-coherent European sites
