terrain_metric,terrain_metric_label,omitted_station_id,omitted_station,omitted_sector,full_spearman,leave_one_out_spearman,delta_spearman,full_kendall,leave_one_out_kendall,delta_kendall
below_reference_land_pct,lowland_prevalence,wick-p035-uk,Wick P035 Uk,British-North-Sea,-0.30927205405199065,-0.30976135365950996,-0.0004892996075193112,-0.18788410886742754,-0.18950701040253282,-0.0016229015351052756
below_reference_land_pct,lowland_prevalence,stornoway-p042-uk,Stornoway P042 Uk,Atlantic-Celtic,-0.30927205405199065,-0.3082847793119962,0.000987274739994437,-0.18788410886742754,-0.18860244233378565,-0.0007183334663581065
below_reference_land_pct,lowland_prevalence,le-conquet,Le Conquet France,western-English-Channel,-0.30927205405199065,-0.3044137600766223,0.004858293975368355,-0.18788410886742754,-0.18407960199004977,0.003804506877377767
below_reference_land_pct,lowland_prevalence,brest,Brest,western-English-Channel,-0.30927205405199065,-0.3000638518636763,0.009208202188314363,-0.18788410886742754,-0.18227046585255544,0.005613643014872105
below_reference_land_pct,lowland_prevalence,port-tudy,Port Tudy France,western-English-Channel,-0.30927205405199065,-0.3101604278074867,-0.0008883737554960525,-0.18788410886742754,-0.18769787426503848,0.00018623460238906264
below_reference_land_pct,lowland_prevalence,cherbourg,Cherbourg France,western-English-Channel,-0.30927205405199065,-0.3116769095697981,-0.002404855517807447,-0.18788410886742754,-0.18769787426503848,0.00018623460238906264
below_reference_land_pct,lowland_prevalence,saint-nazaire,Saint Nazaire France,western-English-Channel,-0.30927205405199065,-0.31463005826482565,-0.005358004212834999,-0.18788410886742754,-0.1931252826775215,-0.005241173810093952
below_reference_land_pct,lowland_prevalence,saint-gildas,Saint Gildas France,western-English-Channel,-0.30927205405199065,-0.3124351504509538,-0.003163096398963172,-0.18788410886742754,-0.1931252826775215,-0.005241173810093952
below_reference_land_pct,lowland_prevalence,le-havre,Le Havre France,eastern-Channel-southern-North-Sea,-0.30927205405199065,-0.31933913321095064,-0.01006707915895999,-0.18788410886742754,-0.19222071460877435,-0.004336605741346811
below_reference_land_pct,lowland_prevalence,dunkerque,Dunkerque France,eastern-Channel-southern-North-Sea,-0.30927205405199065,-0.3318700614574188,-0.022598007405428167,-0.18788410886742754,-0.20578923563998194,-0.017905126772554403
below_reference_land_pct,lowland_prevalence,roscoff,Roscoff France,western-English-Channel,-0.30927205405199065,-0.2979886662941975,0.01128338775779314,-0.18788410886742754,-0.1795567616463139,0.00832734722111364
below_reference_land_pct,lowland_prevalence,boulogne-sur-mer,Boulogne Sur Mer,eastern-Channel-southern-North-Sea,-0.30927205405199065,-0.29742996248703013,0.011842091564960522,-0.18788410886742754,-0.18136589778380824,0.006518211083619302
below_reference_land_pct,lowland_prevalence,dieppe,Dieppe France,eastern-Channel-southern-North-Sea,-0.30927205405199065,-0.286215978928885,0.023056075123105646,-0.18788410886742754,-0.17232021709633652,0.01556389177109102
below_reference_land_pct,lowland_prevalence,immingham-p026-uk,Immingham P026 Uk,British-North-Sea,-0.30927205405199065,-0.33135126506504914,-0.022079211013058486,-0.18788410886742754,-0.2039800995024876,-0.016095990635060065
below_reference_land_pct,lowland_prevalence,aberdeen-p038-uk,Aberdeen,British-North-Sea,-0.30927205405199065,-0.30876366828956825,0.0005083857624224031,-0.18788410886742754,-0.1867933061962913,0.0010908026711362317
below_reference_land_pct,lowland_prevalence,millport-p049-uk,Millport P049 Uk,British-North-Sea,-0.30927205405199065,-0.3087237608747706,0.0005482931772200494,-0.18788410886742754,-0.18860244233378565,-0.0007183334663581065
below_reference_land_pct,lowland_prevalence,holyhead-p054-uk,Holyhead P054 Uk,British-North-Sea,-0.30927205405199065,-0.31678505866389983,-0.00751300461190918,-0.18788410886742754,-0.19493441881501586,-0.007050309947588318
below_reference_land_pct,lowland_prevalence,sheerness-p015-uk,Sheerness,eastern-Channel-southern-North-Sea,-0.30927205405199065,-0.33741719211429494,-0.028145138062304287,-0.18788410886742754,-0.20850293984622345,-0.02061883097879591
below_reference_land_pct,lowland_prevalence,heysham-p050-uk,Heysham P050 Uk,British-North-Sea,-0.30927205405199065,-0.30896320536355665,0.0003088486884340047,-0.18788410886742754,-0.18860244233378565,-0.0007183334663581065
below_reference_land_pct,lowland_prevalence,northshields-p032-uk,Northshields P032 Uk,British-North-Sea,-0.30927205405199065,-0.324726634208636,-0.015454580156645359,-0.18788410886742754,-0.1967435549525102,-0.008859446085082656
below_reference_land_pct,lowland_prevalence,whitby-p174-uk,Whitby P174 Uk,British-North-Sea,-0.30927205405199065,-0.31008061297789136,-0.0008085589259007042,-0.18788410886742754,-0.1858887381275441,0.0019953707398834286
below_reference_land_pct,lowland_prevalence,dover-p012-uk,Dover P012 Uk,eastern-Channel-southern-North-Sea,-0.30927205405199065,-0.29651209194668376,0.012759962105306888,-0.18788410886742754,-0.17865219357756673,0.00923191528986081
below_reference_land_pct,lowland_prevalence,ullapool-p043-uk,Ullapool P043 Uk,Atlantic-Celtic,-0.30927205405199065,-0.3243275600606593,-0.015055506008668673,-0.18788410886742754,-0.1967435549525102,-0.008859446085082656
below_reference_land_pct,lowland_prevalence,newhaven-p011-uk,Newhaven P011 Uk,eastern-Channel-southern-North-Sea,-0.30927205405199065,-0.3213744113656318,-0.012102357313641121,-0.18788410886742754,-0.19493441881501586,-0.007050309947588318
below_reference_land_pct,lowland_prevalence,calais,Calais France,eastern-Channel-southern-North-Sea,-0.30927205405199065,-0.3345438582488627,-0.025271804196872028,-0.18788410886742754,-0.2066938037087291,-0.018809694841301572
below_reference_land_pct,lowland_prevalence,ilfracombe-p061-uk,Ilfracombe P061 Uk,western-English-Channel,-0.30927205405199065,-0.2815468113975577,0.027725242654432936,-0.18788410886742754,-0.16960651289009498,0.018277595977332556
below_reference_land_pct,lowland_prevalence,felixstowe-p204-uk,Felixstowe P204 Uk,eastern-Channel-southern-North-Sea,-0.30927205405199065,-0.32648256045973345,-0.0172105064077428,-0.18788410886742754,-0.20126639529624607,-0.01338228642881853
below_reference_land_pct,lowland_prevalence,leith-p034-uk,Leith P034 Uk,British-North-Sea,-0.30927205405199065,-0.31107829834783307,-0.0018062442958424185,-0.18788410886742754,-0.18860244233378565,-0.0007183334663581065
below_reference_land_pct,lowland_prevalence,tobermory-p223-uk,Tobermory P223 Uk,Atlantic-Celtic,-0.30927205405199065,-0.3153882991459814,-0.006116245093990724,-0.18788410886742754,-0.18860244233378565,-0.0007183334663581065
below_reference_land_pct,lowland_prevalence,cromer-p183-uk,Cromer P183 Uk,British-North-Sea,-0.30927205405199065,-0.3081251496528055,0.0011469043991851335,-0.18788410886742754,-0.1858887381275441,0.0019953707398834286
below_reference_land_pct,lowland_prevalence,avonmouth-p060-uk,Avonmouth P060 Uk,western-English-Channel,-0.30927205405199065,-0.2921222763189401,0.017149777733050542,-0.18788410886742754,-0.17865219357756673,0.00923191528986081
below_reference_land_pct,lowland_prevalence,hinkleypoint-p003-uk,Hinkleypoint P003 Uk,western-English-Channel,-0.30927205405199065,-0.27915236650969755,0.030119687542293105,-0.18788410886742754,-0.1659882406151063,0.021895868252321232
below_reference_land_pct,lowland_prevalence,mumbles-p932-uk,Mumbles P932 Uk,western-English-Channel,-0.30927205405199065,-0.2827839412562855,0.026488112795705177,-0.18788410886742754,-0.17051108095884218,0.01737302790858536
below_reference_land_pct,lowland_prevalence,devonport-p002-uk,Devonport P002 Uk,western-English-Channel,-0.30927205405199065,-0.3107989464442494,-0.0015268923922587274,-0.18788410886742754,-0.1867933061962913,0.0010908026711362317
below_reference_land_pct,lowland_prevalence,weymouth-p991-uk,Weymouth P991 Uk,western-English-Channel,-0.30927205405199065,-0.3044137600766223,0.004858293975368355,-0.18788410886742754,-0.18227046585255544,0.005613643014872105
below_reference_land_pct,lowland_prevalence,barmouth-p923-uk,Barmouth P923 Uk,British-North-Sea,-0.30927205405199065,-0.31890015164817626,-0.009628097596185603,-0.18788410886742754,-0.1940298507462687,-0.006145741878841149
below_reference_land_pct,lowland_prevalence,portsmouth-p008-uk,Portsmouth P008 Uk,western-English-Channel,-0.30927205405199065,-0.3022587596775481,0.007013294374442536,-0.18788410886742754,-0.18227046585255544,0.005613643014872105
below_reference_land_pct,lowland_prevalence,malin-head-834a-ireland,Malin Head 834a,Atlantic-Celtic,-0.30927205405199065,-0.3113177428366191,-0.0020456887846284633,-0.18788410886742754,-0.19131614654002715,-0.003432037672599614
below_reference_land_pct,lowland_prevalence,kinlochbervi-p918-uk,Kinlochbervi P918 Uk,Atlantic-Celtic,-0.30927205405199065,-0.3137920025540746,-0.004519948502083926,-0.18788410886742754,-0.18769787426503848,0.00018623460238906264
below_reference_land_pct,lowland_prevalence,porterin-p919-uk,Porterin P919 Uk,British-North-Sea,-0.30927205405199065,-0.31486950275361164,-0.005597448701620988,-0.18788410886742754,-0.19041157847128,-0.0025274696038524724
below_reference_land_pct,lowland_prevalence,workington-p217-uk,Workington P217 Uk,British-North-Sea,-0.30927205405199065,-0.29443690637720493,0.01483514767478572,-0.18788410886742754,-0.17774762550881956,0.010136483358607978
below_reference_land_pct,lowland_prevalence,sthelier-p074-uk,Sthelier P074 Uk,western-English-Channel,-0.30927205405199065,-0.2843403304333945,0.024931723618596136,-0.18788410886742754,-0.17051108095884218,0.01737302790858536
below_reference_land_pct,lowland_prevalence,gladstone-p234-uk,Gladstone P234 Uk,British-North-Sea,-0.30927205405199065,-0.2872934791284221,0.021978574923568528,-0.18788410886742754,-0.17232021709633652,0.01556389177109102
below_reference_land_pct,lowland_prevalence,llandudno-p007-uk,Llandudno P007 Uk,British-North-Sea,-0.30927205405199065,-0.2959533881395163,0.013318665912474326,-0.18788410886742754,-0.17865219357756673,0.00923191528986081
below_reference_land_pct,lowland_prevalence,portellen-p202-uk,Portellen P202 Uk,Atlantic-Celtic,-0.30927205405199065,-0.31638598451592315,-0.007113930463932494,-0.18788410886742754,-0.1967435549525102,-0.008859446085082656
below_reference_land_pct,lowland_prevalence,saint-malo,Saint Malo France,western-English-Channel,-0.30927205405199065,-0.29144385026737973,0.01782820378461092,-0.18788410886742754,-0.1768430574400724,0.011041051427355147
below_reference_land_pct,lowland_prevalence,newport-p057-uk,Newport P057 Uk,western-English-Channel,-0.30927205405199065,-0.27915236650969755,0.030119687542293105,-0.18788410886742754,-0.1659882406151063,0.021895868252321232
below_reference_land_pct,lowland_prevalence,portrush-p935-uk,Portrush P935 Uk,Atlantic-Celtic,-0.30927205405199065,-0.31463005826482565,-0.005358004212834999,-0.18788410886742754,-0.1940298507462687,-0.006145741878841149
below_reference_land_pct,lowland_prevalence,bangor-p662-uk,Bangor P662 Uk,Atlantic-Celtic,-0.30927205405199065,-0.30976135365950996,-0.0004892996075193112,-0.18788410886742754,-0.18950701040253282,-0.0016229015351052756
below_reference_land_pct,lowland_prevalence,stmarys-p231-uk,Stmarys P231 Uk,Atlantic-Celtic,-0.30927205405199065,-0.3198579296033203,-0.010585875551329671,-0.18788410886742754,-0.1976481230212574,-0.009764014153829853
below_reference_land_pct,lowland_prevalence,bournemouth-p988-uk,Bournemouth P988 Uk,western-English-Channel,-0.30927205405199065,-0.3212546891212387,-0.011982635069248071,-0.18788410886742754,-0.19945725915875173,-0.011573150291324191
below_reference_land_pct,lowland_prevalence,concarneau,Concarneau France,western-English-Channel,-0.30927205405199065,-0.310120520392689,-0.0008484663406983506,-0.18788410886742754,-0.1858887381275441,0.0019953707398834286
below_reference_land_pct,lowland_prevalence,le-crouesty,Le Crouesty France,western-English-Channel,-0.30927205405199065,-0.31151727991060746,-0.002245225858616806,-0.18788410886742754,-0.19222071460877435,-0.004336605741346811
below_reference_land_pct,lowland_prevalence,morayfirth-p207-uk,Morayfirth P207 Uk,British-North-Sea,-0.30927205405199065,-0.3074467236012452,0.0018253304507454549,-0.18788410886742754,-0.18860244233378565,-0.0007183334663581065
below_reference_land_pct,lowland_prevalence,harwich-p022-uk,Harwich P022 Uk,eastern-Channel-southern-North-Sea,-0.30927205405199065,-0.32648256045973345,-0.0172105064077428,-0.18788410886742754,-0.20126639529624607,-0.01338228642881853
below_reference_land_pct,lowland_prevalence,portbury-p341-uk,Portbury P341 Uk,western-English-Channel,-0.30927205405199065,-0.28932875728310326,0.019943296768887397,-0.18788410886742754,-0.1768430574400724,0.011041051427355147
conditional_connectivity_pct,conditional_connectivity,esbjerg-130121-denmark,Esbjerg 130121 Denmark,Denmark-Norway,0.10453349086266013,0.10393708699559134,-0.0005964038670687871,0.06923999263356406,0.0690759965649883,-0.00016399606857575577
conditional_connectivity_pct,conditional_connectivity,denhelder-hel-nl,Denhelder Hel Nl,Dutch-German-Bight,0.10453349086266013,0.12274398979041407,0.018210498927753935,0.06923999263356406,0.08089162755636789,0.011651634922803827
conditional_connectivity_pct,conditional_connectivity,lerwick-p041-uk,Lerwick P041 Uk,British-North-Sea,0.10453349086266013,0.10968696810483652,0.005153477242176394,0.06923999263356406,0.07271157533156664,0.0034715826980025732
conditional_connectivity_pct,conditional_connectivity,cuxhaven-germany,Cuxhaven Germany,Denmark-Norway,0.10453349086266013,0.0973886112878399,-0.007144879574820226,0.06923999263356406,0.06271373372347622,-0.006526258910087845
conditional_connectivity_pct,conditional_connectivity,delfzijl-del-nl,Delfzijl Del Nl,Dutch-German-Bight,0.10453349086266013,0.09571156263097674,-0.008821928231683387,0.06923999263356406,0.06180483903183165,-0.007435153601732414
conditional_connectivity_pct,conditional_connectivity,portpatrick-p063-uk,Portpatrick P063 Uk,Atlantic-Celtic,0.10453349086266013,0.12310335735974189,0.018569866497081755,0.06923999263356406,0.08270941693965705,0.013469424306092992
conditional_connectivity_pct,conditional_connectivity,newlyn-p001-uk,Newlyn,Atlantic-Celtic,0.10453349086266013,0.11100464919237187,0.006471158329711735,0.06923999263356406,0.07543825940650038,0.00619826677293632
conditional_connectivity_pct,conditional_connectivity,fishguard-p055-uk,Fishguard P055 Uk,British-North-Sea,0.10453349086266013,0.09706917344843742,-0.00746431741422271,0.06923999263356406,0.06634931249005456,-0.0028906801435095025
conditional_connectivity_pct,conditional_connectivity,hoekvanholla-hvh-nl,Hoek van Holland,Dutch-German-Bight,0.10453349086266013,0.10565406538237984,0.001120574519719711,0.06923999263356406,0.0690759965649883,-0.00016399606857575577
conditional_connectivity_pct,conditional_connectivity,milfordhaven-p056-uk,Milfordhaven P056 Uk,Atlantic-Celtic,0.10453349086266013,0.11387958974699444,0.009346098884334311,0.06923999263356406,0.07543825940650038,0.00619826677293632
conditional_connectivity_pct,conditional_connectivity,tregde-006-norway,Tregde 006 Norway,Dutch-German-Bight,0.10453349086266013,0.09315605991575669,-0.011377430946903438,0.06923999263356406,0.06271373372347622,-0.006526258910087845
conditional_connectivity_pct,conditional_connectivity,lowestoft-p024-uk,Lowestoft P024 Uk,British-North-Sea,0.10453349086266013,0.0733109841428758,-0.031222506719784326,0.06923999263356406,0.04908031334880748,-0.02015967928475658
conditional_connectivity_pct,conditional_connectivity,wick-p035-uk,Wick P035 Uk,British-North-Sea,0.10453349086266013,0.12210511411160906,0.017571623248948925,0.06923999263356406,0.07998273286472331,0.010742740231159245
conditional_connectivity_pct,conditional_connectivity,stornoway-p042-uk,Stornoway P042 Uk,Atlantic-Celtic,0.10453349086266013,0.09722889236813867,-0.007304598494521461,0.06923999263356406,0.0645315231067654,-0.004708469526798667
conditional_connectivity_pct,conditional_connectivity,le-conquet,Le Conquet France,western-English-Channel,0.10453349086266013,0.10537455727290264,0.0008410664102425081,0.06923999263356406,0.06998489125663289,0.0007448986230688265
conditional_connectivity_pct,conditional_connectivity,brest,Brest,western-English-Channel,0.10453349086266013,0.11663474111184108,0.012101250249180948,0.06923999263356406,0.07725604878978955,0.008016056156225485
conditional_connectivity_pct,conditional_connectivity,port-tudy,Port Tudy France,western-English-Channel,0.10453349086266013,0.1190704546372852,0.014536963774625072,0.06923999263356406,0.07998273286472331,0.010742740231159245
conditional_connectivity_pct,conditional_connectivity,cherbourg,Cherbourg France,western-English-Channel,0.10453349086266013,0.10461589240432168,8.240154166154479e-05,0.06923999263356406,0.0690759965649883,-0.00016399606857575577
conditional_connectivity_pct,conditional_connectivity,saint-nazaire,Saint Nazaire France,western-English-Channel,0.10453349086266013,0.10134165455044597,-0.0031918363122141608,0.06923999263356406,0.06544041779840998,-0.003799574835154085
conditional_connectivity_pct,conditional_connectivity,saint-gildas,Saint Gildas France,western-English-Channel,0.10453349086266013,0.11619551408266264,0.01166202322000251,0.06923999263356406,0.07725604878978955,0.008016056156225485
conditional_connectivity_pct,conditional_connectivity,le-havre,Le Havre France,eastern-Channel-southern-North-Sea,0.10453349086266013,0.10333814104671166,-0.0011953498159484738,0.06923999263356406,0.06634931249005456,-0.0028906801435095025
conditional_connectivity_pct,conditional_connectivity,dunkerque,Dunkerque France,eastern-Channel-southern-North-Sea,0.10453349086266013,0.10537455727290264,0.0008410664102425081,0.06923999263356406,0.0690759965649883,-0.00016399606857575577
conditional_connectivity_pct,conditional_connectivity,roscoff,Roscoff France,western-English-Channel,0.10453349086266013,0.0987861518352259,-0.005747339027434226,0.06923999263356406,0.0645315231067654,-0.004708469526798667
conditional_connectivity_pct,conditional_connectivity,boulogne-sur-mer,Boulogne Sur Mer,eastern-Channel-southern-North-Sea,0.10453349086266013,0.07638557334712495,-0.02814791751553518,0.06923999263356406,0.05089810273209665,-0.018341889901467415
conditional_connectivity_pct,conditional_connectivity,dieppe,Dieppe France,eastern-Channel-southern-North-Sea,0.10453349086266013,0.11411916812654634,0.009585677263886205,0.06923999263356406,0.07634715409814498,0.007107161464580916
conditional_connectivity_pct,conditional_connectivity,immingham-p026-uk,Immingham P026 Uk,British-North-Sea,0.10453349086266013,0.12262420060063811,0.01809070973797798,0.06923999263356406,0.08270941693965705,0.013469424306092992
conditional_connectivity_pct,conditional_connectivity,aberdeen-p038-uk,Aberdeen,British-North-Sea,0.10453349086266013,0.09575149236090207,-0.008781998501758065,0.06923999263356406,0.06362262841512081,-0.005617364218443249
conditional_connectivity_pct,conditional_connectivity,millport-p049-uk,Millport P049 Uk,British-North-Sea,0.10453349086266013,0.0955917734412008,-0.008941717421459328,0.06923999263356406,0.06362262841512081,-0.005617364218443249
conditional_connectivity_pct,conditional_connectivity,holyhead-p054-uk,Holyhead P054 Uk,British-North-Sea,0.10453349086266013,0.10489540051379888,0.0003619096511387476,0.06923999263356406,0.06998489125663289,0.0007448986230688265
conditional_connectivity_pct,conditional_connectivity,sheerness-p015-uk,Sheerness,eastern-Channel-southern-North-Sea,0.10453349086266013,0.10062291941179032,-0.003910571450869815,0.06923999263356406,0.06544041779840998,-0.003799574835154085
conditional_connectivity_pct,conditional_connectivity,heysham-p050-uk,Heysham P050 Uk,British-North-Sea,0.10453349086266013,0.08632807609852804,-0.018205414764132094,0.06923999263356406,0.057260365573608724,-0.011979627059955339
conditional_connectivity_pct,conditional_connectivity,northshields-p032-uk,Northshields P032 Uk,British-North-Sea,0.10453349086266013,0.10489540051379888,0.0003619096511387476,0.06923999263356406,0.06998489125663289,0.0007448986230688265
conditional_connectivity_pct,conditional_connectivity,whitby-p174-uk,Whitby P174 Uk,British-North-Sea,0.10453349086266013,0.10485547078387356,0.000321979921213425,0.06923999263356406,0.06816710187334372,-0.001072890760220338
conditional_connectivity_pct,conditional_connectivity,dover-p012-uk,Dover P012 Uk,eastern-Channel-southern-North-Sea,0.10453349086266013,0.10086249779134221,-0.003670993071317921,0.06923999263356406,0.06634931249005456,-0.0028906801435095025
conditional_connectivity_pct,conditional_connectivity,ullapool-p043-uk,Ullapool P043 Uk,Atlantic-Celtic,0.10453349086266013,0.11559656813378294,0.01106307727112281,0.06923999263356406,0.07725604878978955,0.008016056156225485
conditional_connectivity_pct,conditional_connectivity,newhaven-p011-uk,Newhaven P011 Uk,eastern-Channel-southern-North-Sea,0.10453349086266013,0.11663474111184108,0.012101250249180948,0.06923999263356406,0.07725604878978955,0.008016056156225485
conditional_connectivity_pct,conditional_connectivity,calais,Calais France,eastern-Channel-southern-North-Sea,0.10453349086266013,0.11942982220661304,0.014896331343952907,0.06923999263356406,0.07998273286472331,0.010742740231159245
conditional_connectivity_pct,conditional_connectivity,ilfracombe-p061-uk,Ilfracombe P061 Uk,western-English-Channel,0.10453349086266013,0.07475274166851648,-0.029780749194143655,0.06923999263356406,0.049920870061761886,-0.019319122571802176
conditional_connectivity_pct,conditional_connectivity,felixstowe-p204-uk,Felixstowe P204 Uk,eastern-Channel-southern-North-Sea,0.10453349086266013,0.10461589240432168,8.240154166154479e-05,0.06923999263356406,0.06998489125663289,0.0007448986230688265
conditional_connectivity_pct,conditional_connectivity,leith-p034-uk,Leith P034 Uk,British-North-Sea,0.10453349086266013,0.10553427619260392,0.0010007853299437847,0.06923999263356406,0.06998489125663289,0.0007448986230688265
conditional_connectivity_pct,conditional_connectivity,tobermory-p223-uk,Tobermory P223 Uk,Atlantic-Celtic,0.10453349086266013,0.11823193030885365,0.01369843944619352,0.06923999263356406,0.07816494348143414,0.00892495084787008
conditional_connectivity_pct,conditional_connectivity,cromer-p183-uk,Cromer P183 Uk,British-North-Sea,0.10453349086266013,0.10038225309772214,-0.00415123776493799,0.06923999263356406,0.06625860935470214,-0.0029813832788619238
conditional_connectivity_pct,conditional_connectivity,avonmouth-p060-uk,Avonmouth P060 Uk,western-English-Channel,0.10453349086266013,0.09371507613471107,-0.01081841472794906,0.06923999263356406,0.06089594434018706,-0.008344048293377003
conditional_connectivity_pct,conditional_connectivity,hinkleypoint-p003-uk,Hinkleypoint P003 Uk,western-English-Channel,0.10453349086266013,0.0695230438535228,-0.03501044700913733,0.06923999263356406,0.04629026132999739,-0.022949731303566673
conditional_connectivity_pct,conditional_connectivity,mumbles-p932-uk,Mumbles P932 Uk,western-English-Channel,0.10453349086266013,0.10062291941179032,-0.003910571450869815,0.06923999263356406,0.06634931249005456,-0.0028906801435095025
conditional_connectivity_pct,conditional_connectivity,devonport-p002-uk,Devonport P002 Uk,western-English-Channel,0.10453349086266013,0.11228240054998191,0.007748909687321781,0.06923999263356406,0.07452936471485581,0.005289372081291752
conditional_connectivity_pct,conditional_connectivity,weymouth-p991-uk,Weymouth P991 Uk,western-English-Channel,0.10453349086266013,0.0753474003690668,-0.02918609049359333,0.06923999263356406,0.04998920804045206,-0.019250784593112004
conditional_connectivity_pct,conditional_connectivity,barmouth-p923-uk,Barmouth P923 Uk,British-North-Sea,0.10453349086266013,0.10265933563798132,-0.0018741552246788057,0.06923999263356406,0.06725820718169914,-0.0019817854518649203
conditional_connectivity_pct,conditional_connectivity,portsmouth-p008-uk,Portsmouth P008 Uk,western-English-Channel,0.10453349086266013,0.10014376265268655,-0.004389728209973576,0.06923999263356406,0.06634931249005456,-0.0028906801435095025
conditional_connectivity_pct,conditional_connectivity,malin-head-834a-ireland,Malin Head 834a,Atlantic-Celtic,0.10453349086266013,0.12673696278294544,0.02220347192028531,0.06923999263356406,0.08452720632294622,0.015287213689382156
conditional_connectivity_pct,conditional_connectivity,kinlochbervi-p918-uk,Kinlochbervi P918 Uk,Atlantic-Celtic,0.10453349086266013,0.11028591405371621,0.00575242319105608,0.06923999263356406,0.07362047002321122,0.0043804773896471555
conditional_connectivity_pct,conditional_connectivity,porterin-p919-uk,Porterin P919 Uk,British-North-Sea,0.10453349086266013,0.1016397758547626,-0.002893715007897535,0.06923999263356406,0.06716626153764327,-0.0020737310959207944
conditional_connectivity_pct,conditional_connectivity,workington-p217-uk,Workington P217 Uk,British-North-Sea,0.10453349086266013,0.07702825903839922,-0.027505231824260915,0.06923999263356406,0.05173617442764414,-0.017503818205919924
conditional_connectivity_pct,conditional_connectivity,sthelier-p074-uk,Sthelier P074 Uk,western-English-Channel,0.10453349086266013,0.0720780107249701,-0.032455480137690035,0.06923999263356406,0.048105565695879635,-0.021134426937684428
conditional_connectivity_pct,conditional_connectivity,gladstone-p234-uk,Gladstone P234 Uk,British-North-Sea,0.10453349086266013,0.12490019520638102,0.020366704343720884,0.06923999263356406,0.08270941693965705,0.013469424306092992
conditional_connectivity_pct,conditional_connectivity,llandudno-p007-uk,Llandudno P007 Uk,British-North-Sea,0.10453349086266013,0.12525956277570882,0.02072607191304869,0.06923999263356406,0.08452720632294622,0.015287213689382156
conditional_connectivity_pct,conditional_connectivity,portellen-p202-uk,Portellen P202 Uk,Atlantic-Celtic,0.10453349086266013,0.13200768713308683,0.0274741962704267,0.06923999263356406,0.08725389039787997,0.018013897764315903
conditional_connectivity_pct,conditional_connectivity,saint-malo,Saint Malo France,western-English-Channel,0.10453349086266013,0.13424375200890437,0.02971026114624424,0.06923999263356406,0.08816278508952455,0.018922792455960485
conditional_connectivity_pct,conditional_connectivity,newport-p057-uk,Newport P057 Uk,western-English-Channel,0.10453349086266013,0.10924774107565804,0.004714250212997914,0.06923999263356406,0.07271157533156664,0.0034715826980025732
