station_id,gssr_annual_max_years,gssr_rp10_bootstrap_p025_m,gssr_rp10_bootstrap_p500_m,gssr_rp10_bootstrap_p975_m
aberdeen-p038-uk,41,0.7886133232637547,0.8384479950554402,0.88216608166371
brest-france,41,0.6453259216417127,0.686821597457899,0.8470015660773809
charleston-sc,41,0.7306845615134077,0.8434353138020511,1.2585560031247844
hoekvanholla-hvh-nl,41,1.4297770248858417,1.5054906522661844,1.621889074795626
hong-kong-b,41,0.7510621196323842,1.0263713464643704,1.1427822497403324
newlyn-p001-uk,41,0.5626389319983076,0.6172450697458022,0.6729010454458687
newyork-the-battery,41,1.0667658779424616,1.2948860061716814,1.4588438557654877
sheerness-p015-uk,41,1.2772481924576045,1.3589294151126383,1.4702876816902175
