setting,terrain_metric,n_sites,n_sectors,sectors,spearman_observed,spearman_sector_bootstrap_p025,spearman_sector_bootstrap_p500,spearman_sector_bootstrap_p975,n_bootstrap
"primary:10km,2m,4n,adaptive,match<=6km",connected_reference_land_pct,68,6,Atlantic-Celtic;British-North-Sea;Denmark-Norway;Dutch-German-Bight;eastern-Channel-southern-North-Sea;western-English-Channel,-0.33316791999083856,-0.6471881001466814,-0.3436340811915392,0.17885510818953715,2000
"primary:10km,2m,4n,adaptive,match<=6km",below_reference_land_pct,68,6,Atlantic-Celtic;British-North-Sea;Denmark-Norway;Dutch-German-Bight;eastern-Channel-southern-North-Sea;western-English-Channel,-0.30927205405199065,-0.6242970356016049,-0.31046402172738913,0.19066493250097838,2000
"primary:10km,2m,4n,adaptive,match<=6km",conditional_connectivity_pct,68,6,Atlantic-Celtic;British-North-Sea;Denmark-Norway;Dutch-German-Bight;eastern-Channel-southern-North-Sea;western-English-Channel,0.10814474240561471,-0.27645653822059674,0.11035157189910616,0.3219897343330193,2000
"primary:10km,2m,4n,adaptive,match<=6km",connected_area_km2,68,6,Atlantic-Celtic;British-North-Sea;Denmark-Norway;Dutch-German-Bight;eastern-Channel-southern-North-Sea;western-English-Channel,-0.34095507119135776,-0.6260838914346141,-0.33398960223951757,0.20844165774583268,2000
