Station,Indicative spring tidal range (m),GSSR RP10 surge (m),GSSR RP10 bootstrap 2.5% (m),GSSR RP10 bootstrap 97.5% (m),COAST-RP RP10 storm tide (m),COAST-RP nearest-3 RP10 range (m),COAST-RP within-5km RP10 min (m),COAST-RP within-5km RP10 max (m),GSSR minus COAST-RP (m),Storm-tide minus surge (m),Match distance (km)
Sheerness,5.2,1.3306230656326337,1.2734374570537448,1.4702876816902175,5.25600004196167,0.17100000381469727,5.085000038146973,5.25600004196167,-3.9253769763290363,3.9253769763290363,0.4927874549512442
Newlyn,4.6,0.6091713589319125,0.5463177584588399,0.6729010454458687,3.3459999561309814,0.01699995994567871,3.3459999561309814,3.3480000495910645,-2.736828597199069,2.736828597199069,0.898627283055563
Aberdeen,3.5,0.8362818622016314,0.7752711467594987,0.88216608166371,2.822000026702881,0.006000041961669922,2.815999984741211,2.822000026702881,-1.9857181645012494,1.9857181645012494,1.2635678555080092
Hoek van Holland,1.7,1.5022666963732658,1.4193219001395962,1.621889074795626,3.372999906539917,0.0820000171661377,3.359999895095825,3.372999906539917,-1.8707332101666512,1.8707332101666512,0.4316300697656207
Brest,6.1,0.6796487231933884,0.6368529401625315,0.8470015660773809,4.313000202178955,0.08800029754638672,4.232999801635742,4.321000099182129,-3.6333514789855665,3.6333514789855665,0.8326028065721115
New York-The Battery,1.38,1.1897195330472417,1.027891200895977,1.4588438557654877,1.3109999895095825,0.7400001287460327,1.3109999895095825,1.3109999895095825,-0.12128045646234087,0.12128045646234087,0.8850563186007949
Hong Kong,1.9,1.006258775634947,0.7420551332733829,1.1427822497403324,1.8229999542236328,0.22200000286102295,1.8229999542236328,1.8229999542236328,-0.8167411785886858,0.8167411785886858,4.761150213622031
Charleston,1.591,0.8406164631742872,0.7055972155945325,1.2585560031247844,1.3459999561309814,0.11499989032745361,1.3459999561309814,1.3559999465942383,-0.5053834929566943,0.5053834929566943,1.8295311363421696
