station_id,station,D10_nominal_m,D10_mc_p025_m,D10_mc_p500_m,D10_mc_p975_m,D10_rank_p05,D10_rank_p50,D10_rank_p95,D10_top20_probability
sheerness-p015-uk,Sheerness,3.893039452213921,3.713169546430682,3.8306263098717706,3.9310011103753775,1.0,1.0,1.0,1.0
newlyn-p001-uk,Newlyn,2.7287548863851794,2.6865447100928113,2.7290930994009814,2.7719340640058534,3.0,3.0,3.0,0.0
aberdeen-p038-uk,Aberdeen,1.9835520316474409,1.9471461884071288,1.9832748834008158,2.0210262945967936,4.0,4.0,4.0,0.0
hoekvanholla-hvh-nl,Hoek van Holland,1.8675092542737328,1.7704728773983938,1.8522958184620768,1.9191574139801608,5.0,5.0,5.0,0.0
brest-france,Brest,3.626178604721056,3.4621737593097697,3.5663942336473626,3.640153110010794,2.0,2.0,2.0,1.0
newyork-the-battery,New York-The Battery,0.0161139833379011,-0.10871515491749846,0.03368167365108243,0.19178281814384085,8.0,8.0,8.0,0.0
hong-kong-b,Hong Kong,0.7966286077592624,0.7120266479749482,0.8428212578008346,1.019714465431714,6.0,6.0,6.0,0.0
charleston-sc,Charleston,0.5025646423289304,0.16390281799297127,0.42490808108764677,0.5827265419892902,7.0,7.0,7.0,0.0
