station_id,station,lat,lon,coastal_sector,match_dist_km,coast_rp_source_station_id,coast_rp_source_lat,coast_rp_source_lon,recomputed_match_dist_km,coast_rp_rp2_m,coast_rp_rp5_m,coast_rp_rp10_m,coast_rp_rp25_m,coast_rp_rp50_m,coast_rp_rp100_m
tregde-006-norway,Tregde 006 Norway,58.0,7.5666,Dutch-German-Bight,0.0353554993422451,id_obs_tregde,58.0,7.565999984741211,0.03535554817730766,0.847000002861023,0.9269999861717224,0.9990000128746033,1.0740000009536743,1.1050000190734863,1.128000020980835
lowestoft-p024-uk,Lowestoft P024 Uk,52.473,1.7508,British-North-Sea,0.558679556824671,id_obs_lowestoft_p024_uk_bodc,52.47800064086914,1.75,0.5586803285057416,2.00600004196167,2.2279999256134033,2.378999948501587,2.5390000343322754,2.635999917984009,2.736999988555908
wick-p035-uk,Wick P035 Uk,58.441,-3.0863,British-North-Sea,2.044426816988848,IBIS_IR_TS_MO_Wick,58.42499923706055,-3.069000005722046,2.044429640871446,2.382999897003174,2.484999895095825,2.559999942779541,2.6480000019073486,2.7130000591278076,2.7679998874664307
stornoway-p042-uk,Stornoway P042 Uk,58.208,-6.3882,Atlantic-Celtic,1.96547346956443,id_obs_stornoway,58.191001892089844,-6.379000186920166,1.9654761843920125,2.805999994277954,2.9079999923706055,2.9800000190734863,3.069000005722046,3.128999948501587,3.177999973297119
le-conquet,Le Conquet France,48.359,-4.7807,western-English-Channel,0.3743241107784543,IBIS_GL_TS_MO_LeConquetTG,48.36199951171875,-4.7829999923706055,0.3743246278163013,3.877000093460083,3.9670000076293945,4.0269999504089355,4.099999904632568,4.1570000648498535,4.209000110626221
brest,Brest,48.383,-4.5,western-English-Channel,0.8326028065721115,id_obs_brest_822a_france_uhslc,48.375999450683594,-4.504000186920166,0.8326039566121005,4.14900016784668,4.245999813079834,4.313000202178955,4.396999835968018,4.460000038146973,4.5269999504089355
port-tudy,Port Tudy France,47.644,-3.4459,western-English-Channel,0.3071588803705932,IBIS_GL_TS_MO_PortTudyTG,47.64400100708008,-3.450000047683716,0.30715930463651747,2.8499999046325684,2.937999963760376,3.0,3.0769999027252197,3.135999917984009,3.194000005722046
cherbourg,Cherbourg France,49.651,-1.6355,western-English-Channel,0.1799794683868606,id_obs_cherbourg_cherbourg_france_refmar,49.6510009765625,-1.6330000162124634,0.17997971698509385,3.505000114440918,3.6019999980926514,3.6740000247955322,3.763000011444092,3.8329999446868896,3.9030001163482666
saint-nazaire,Saint Nazaire France,47.267,-2.2016,western-English-Channel,0.5134189518354477,id_obs_saint_nazaire_saint_nazaire_franc,47.26300048828125,-2.2049999237060547,0.5134196610011212,3.0799999237060547,3.190000057220459,3.2750000953674316,3.38700008392334,3.4709999561309814,3.565000057220459
saint-gildas,Saint Gildas France,47.14,-2.2464,western-English-Channel,0.6955371206450615,id_obs_saint_gildas_saint_gildas_france_,47.145999908447266,-2.249000072479248,0.695538081361845,3.066999912261963,3.1689999103546143,3.243000030517578,3.3389999866485596,3.4189999103546143,3.503999948501587
le-havre,Le Havre France,49.482,0.106,eastern-Channel-southern-North-Sea,1.1125158833977298,id_coast_glob_eur_03862,49.474998474121094,0.0949999988079071,1.1125174200701162,4.434999942779541,4.553999900817871,4.64300012588501,4.755000114440918,4.8379998207092285,4.938000202178955
dunkerque,Dunkerque France,51.048,2.3667,eastern-Channel-southern-North-Sea,1.0018618201129972,id_coast_glob_eur_03898,51.05699920654297,2.365999937057495,1.0018632039434805,4.249000072479248,4.423999786376953,4.547999858856201,4.711999893188477,4.828999996185303,4.943999767303467
roscoff,Roscoff France,48.718,-3.9657,western-English-Channel,0.6185832324786201,id_obs_roscoff_roscoff_france_refmar,48.7130012512207,-3.9619998931884766,0.6185840869021608,4.701000213623047,4.795000076293945,4.85699987411499,4.936999797821045,4.992000102996826,5.046000003814697
boulogne-sur-mer,Boulogne Sur Mer,50.727,1.5777,eastern-Channel-southern-North-Sea,0.8011007337990727,IBIS_GL_TS_MO_BoulogneSurMerTG,50.720001220703125,1.5750000476837158,0.8011018403265333,5.445000171661377,5.5970001220703125,5.7129998207092285,5.854000091552734,5.958000183105469,6.061999797821045
dieppe,Dieppe France,49.929,1.0845,eastern-Channel-southern-North-Sea,0.5368500847947633,IBIS_GL_TS_MO_DieppeTG,49.92900085449219,1.0770000219345093,0.5368508263236746,5.895999908447266,6.038000106811523,6.14300012588501,6.2789998054504395,6.379000186920166,6.4770002365112305
immingham-p026-uk,Immingham P026 Uk,53.631,-0.18603,British-North-Sea,0.4874162774435815,IBIS_IR_TS_MO_Immingham,53.6349983215332,-0.18299999833106995,0.48741695069161806,4.243000030517578,4.40500020980835,4.5279998779296875,4.690000057220459,4.818999767303467,4.933000087738037
aberdeen-p038-uk,Aberdeen,57.143,-2.0745,British-North-Sea,1.2635678555080092,id_obs_aberdeen_p038_uk_bodc,57.13600158691406,-2.058000087738037,1.2635696008222577,2.6410000324249268,2.746000051498413,2.822000026702881,2.9159998893737793,2.990000009536743,3.055999994277954
millport-p049-uk,Millport P049 Uk,55.75,-4.9058,British-North-Sea,0.6640781018002286,IBIS_IR_TS_MO_Millport,55.744998931884766,-4.900000095367432,0.6640790190639838,2.4709999561309814,2.614000082015991,2.7170000076293945,2.8380000591278076,2.927000045776367,2.996999979019165
holyhead-p054-uk,Holyhead P054 Uk,53.308,-4.6312,British-North-Sea,0.6409171148649937,id_obs_holyhead_p054_uk_bodc,53.3129997253418,-4.636000156402588,0.6409180001374056,3.121999979019165,3.2330000400543213,3.315000057220459,3.4179999828338623,3.494999885559082,3.572999954223633
sheerness-p015-uk,Sheerness,51.442,0.74306,eastern-Channel-southern-North-Sea,0.4927874549512442,id_obs_sheerness_p015_uk_bodc,51.4379997253418,0.7400000095367432,0.49278813561826723,4.802999973297119,5.060999870300293,5.25600004196167,5.517000198364258,5.690999984741211,5.894999980926514
heysham-p050-uk,Heysham P050 Uk,54.032,-2.9204,British-North-Sea,0.1527296764442459,IBIS_IR_TS_MO_Heysham,54.03099822998047,-2.921999931335449,0.15272988740344287,6.317999839782715,6.49399995803833,6.624000072479248,6.791999816894531,6.921999931335449,7.076000213623047
northshields-p032-uk,Northshields P032 Uk,55.007,-1.4398,British-North-Sea,0.9356076661653266,IBIS_IR_TS_MO_NorthShields,55.012001037597656,-1.4279999732971191,0.9356089584816776,3.1010000705718994,3.2170000076293945,3.302000045776367,3.4079999923706055,3.484999895095825,3.558000087738037
whitby-p174-uk,Whitby P174 Uk,54.49,-0.61417,British-North-Sea,0.6840003931342477,IBIS_IR_TS_MO_Whitby,54.48500061035156,-0.6079999804496765,0.6840013379158313,3.2139999866485596,3.3389999866485596,3.430999994277954,3.5510001182556152,3.631999969482422,3.7190001010894775
dover-p012-uk,Dover P012 Uk,51.117,1.3181,eastern-Channel-southern-North-Sea,0.50788422881673,id_coast_glob_eur_01346,51.11600112915039,1.3109999895095825,0.5078849303363101,4.388999938964844,4.520999908447266,4.618000030517578,4.73799991607666,4.835000038146973,4.934000015258789
ullapool-p043-uk,Ullapool P043 Uk,57.895,-5.1579,Atlantic-Celtic,0.4910556156495481,IBIS_IR_TS_MO_Ullapool,57.89799880981445,-5.164000034332275,0.4910562939244728,3.055000066757202,3.171999931335449,3.25600004196167,3.3589999675750732,3.433000087738037,3.503000020980835
newhaven-p011-uk,Newhaven P011 Uk,50.782,0.05703,eastern-Channel-southern-North-Sea,0.5395065039179817,IBIS_IR_TS_MO_Newhaven,50.77899932861328,0.050999999046325684,0.5395072491161034,4.1020002365112305,4.195000171661377,4.261000156402588,4.3520002365112305,4.413000106811523,4.474999904632568
calais,Calais France,50.969,1.8677,eastern-Channel-southern-North-Sea,1.6681851084393278,IBIS_GL_TS_MO_CalaisTG,50.98400115966797,1.8680000305175781,1.66818741263403,4.445000171661377,4.5929999351501465,4.699999809265137,4.833000183105469,4.925000190734863,5.010000228881836
ilfracombe-p061-uk,Ilfracombe P061 Uk,51.21100000000001,-4.1109,western-English-Channel,0.7893686301624632,id_obs_ilfracombe_p061_uk_bodc,51.21799850463867,-4.109000205993652,0.7893697204848538,5.579999923706055,5.689000129699707,5.764999866485596,5.863999843597412,5.935999870300293,6.000999927520752
felixstowe-p204-uk,Felixstowe P204 Uk,51.957,1.3484,eastern-Channel-southern-North-Sea,0.8060091662253237,IBIS_IR_TS_MO_Felixstowe,51.95100021362305,1.3550000190734863,0.8060102795325987,3.380000114440918,3.5920000076293945,3.75,3.9549999237060547,4.103000164031982,4.244999885559082
leith-p034-uk,Leith P034 Uk,55.99,-3.1817,British-North-Sea,0.5189396857548381,IBIS_IR_TS_MO_Leith,55.99399948120117,-3.186000108718872,0.5189404025448533,3.390000104904175,3.505000114440918,3.5889999866485596,3.6989998817443848,3.7820000648498535,3.8570001125335693
tobermory-p223-uk,Tobermory P223 Uk,56.62300000000001,-6.0642,Atlantic-Celtic,0.4542674993488369,IBIS_IR_TS_MO_Tobermory,56.624000549316406,-6.057000160217285,0.45426812680982326,2.868000030517578,2.997999906539917,3.0910000801086426,3.2039999961853027,3.2799999713897705,3.3480000495910645
cromer-p183-uk,Cromer P183 Uk,52.934,1.3016,British-North-Sea,0.4363097932395557,IBIS_IR_TS_MO_Cromer,52.93199920654297,1.2960000038146973,0.4363103958963051,3.3910000324249268,3.5880000591278076,3.740000009536743,3.934000015258789,4.073999881744385,4.216000080108643
avonmouth-p060-uk,Avonmouth P060 Uk,51.511,-2.715,western-English-Channel,0.138408160140448,IBIS_IR_TS_MO_Avonmouth,51.51100158691406,-2.7170000076293945,0.13840835131792642,8.446000099182129,8.638999938964844,8.786999702453613,8.994999885559082,9.14900016784668,9.34000015258789
hinkleypoint-p003-uk,Hinkleypoint P003 Uk,51.215,-3.1343,western-English-Channel,0.6080124463089123,IBIS_IR_TS_MO_Hinkley,51.21799850463867,-3.127000093460083,0.6080132861314688,7.507999897003174,7.638000011444092,7.734000205993652,7.85699987411499,7.952000141143799,8.053999900817871
mumbles-p932-uk,Mumbles P932 Uk,51.57,-3.9754,western-English-Channel,0.1105824341088979,IBIS_IR_TS_MO_Mumbles,51.56999969482422,-3.9769999980926514,0.11058258685184318,5.624000072479248,5.741000175476074,5.824999809265137,5.934000015258789,6.014999866485596,6.099999904632568
devonport-p002-uk,Devonport P002 Uk,50.368,-4.1852,western-English-Channel,0.2527009309996056,IBIS_IR_TS_MO_Plymouth,50.36899948120117,-4.182000160217285,0.25270128004501746,2.8889999389648438,2.9820001125335693,3.0480000972747803,3.132999897003174,3.1989998817443848,3.2720000743865967
weymouth-p991-uk,Weymouth P991 Uk,50.608,-2.4479,western-English-Channel,0.8387611058243979,IBIS_IR_TS_MO_Weymouth,50.60300064086914,-2.438999891281128,0.8387622643701015,1.75,1.8370000123977661,1.9019999504089355,1.9910000562667847,2.069000005722046,2.1570000648498535
barmouth-p923-uk,Barmouth P923 Uk,52.719,-4.0452,British-North-Sea,1.5441251059325087,id_coast_glob_eur_01532,52.71200180053711,-4.065000057220459,1.5441272387693274,3.302000045776367,3.430999994277954,3.5250000953674316,3.6489999294281006,3.740000009536743,3.8320000171661377
portsmouth-p008-uk,Portsmouth P008 Uk,50.803,-1.1118,western-English-Channel,0.68924288062033,id_obs_portsmouth_p008_uk_bodc,50.80799865722656,-1.1059999465942383,0.689243832643712,2.5980000495910645,2.691999912261963,2.7669999599456787,2.869999885559082,2.9630000591278076,3.0739998817443848
malin-head-834a-ireland,Malin Head 834a,55.367,-7.3333,Atlantic-Celtic,0.3437271698171449,id_obs_malin_head,55.36399841308594,-7.331999778747559,0.34372764459333394,2.3559999465942383,2.4719998836517334,2.555000066757202,2.6610000133514404,2.7330000400543213,2.811000108718872
kinlochbervi-p918-uk,Kinlochbervi P918 Uk,58.457,-5.0504,Atlantic-Celtic,2.3143094507348865,IBIS_IR_TS_MO_Kinlochbervie,58.45500183105469,-5.090000152587891,2.31431264739524,2.937999963760376,3.061000108718872,3.1510000228881836,3.263000011444092,3.3359999656677246,3.4079999923706055
porterin-p919-uk,Porterin P919 Uk,54.085,-4.7681,British-North-Sea,0.4449054440314385,IBIS_IR_TS_MO_PortErin,54.0890007019043,-4.76800012588501,0.4449060585610111,3.444000005722046,3.559000015258789,3.640000104904175,3.7360000610351562,3.805000066757202,3.865999937057495
workington-p217-uk,Workington P217 Uk,54.651,-3.5676,British-North-Sea,1.112541052229465,id_coast_glob_eur_01594,54.6609992980957,-3.566999912261963,1.1125425889366163,5.15500020980835,5.313000202178955,5.426000118255615,5.566999912261963,5.677999973297119,5.784999847412109
sthelier-p074-uk,Sthelier P074 Uk,49.183,-2.1167,western-English-Channel,0.1134006952303961,IBIS_IR_TS_MO_StHelier,49.18199920654297,-2.117000102996826,0.11340085186610882,6.309999942779541,6.423999786376953,6.500999927520752,6.6020002365112305,6.672999858856201,6.748000144958496
gladstone-p234-uk,Gladstone P234 Uk,53.45,-3.018,British-North-Sea,0.7239068768526228,IBIS_IR_TS_MO_Liverpool,53.44499969482422,-3.0250000953674316,0.723907876755402,5.309000015258789,5.461999893188477,5.577000141143799,5.73199987411499,5.866000175476074,6.019000053405762
llandudno-p007-uk,Llandudno P007 Uk,53.332,-3.8252,British-North-Sea,0.5884438931502196,IBIS_IR_TS_MO_Llandudno,53.327999114990234,-3.8310000896453857,0.5884447059435365,4.831999778747559,4.954999923706055,5.040999889373779,5.14900016784668,5.230999946594238,5.308000087738037
portellen-p202-uk,Portellen P202 Uk,55.627,-6.1901,Atlantic-Celtic,0.0690480110244961,IBIS_IR_TS_MO_PortEllen,55.62699890136719,-6.189000129699707,0.06904810639764125,1.2480000257492065,1.3630000352859497,1.437000036239624,1.5230000019073486,1.590999960899353,1.6490000486373901
saint-malo,Saint Malo France,48.64100000000001,-2.0281,western-English-Channel,0.1294324044256098,id_obs_saint_malo_saint_malo_france_refm,48.63999938964844,-2.0290000438690186,0.12943258320525342,7.241000175476074,7.355000019073486,7.427999973297119,7.520999908447266,7.591000080108643,7.668000221252441
newport-p057-uk,Newport P057 Uk,51.55,-2.9874,western-English-Channel,0.7106021951361563,IBIS_IR_TS_MO_Newport,51.55500030517578,-2.9809999465942383,0.7106031766617161,8.182999610900879,8.406000137329102,8.60200023651123,8.864999771118164,9.07699966430664,9.28499984741211
portrush-p935-uk,Portrush P935 Uk,55.207,-6.6568,Atlantic-Celtic,0.4513471141496154,id_obs_portrush_p935_uk_bodc,55.202999114990234,-6.6579999923706055,0.4513477375768086,1.805999994277954,1.9220000505447388,2.005000114440918,2.1050000190734863,2.178999900817871,2.244999885559082
bangor-p662-uk,Bangor P662 Uk,54.665,-5.6695,Atlantic-Celtic,2.8109575972725023,id_coast_glob_eur_00771,54.689998626708984,-5.676000118255615,2.8109614799325007,2.4230000972747803,2.5369999408721924,2.615000009536743,2.7060000896453857,2.7690000534057617,2.8239998817443848
stmarys-p231-uk,Stmarys P231 Uk,49.918,-6.3164,Atlantic-Celtic,0.4687108841051639,IBIS_IR_TS_MO_StMarys,49.915000915527344,-6.321000099182129,0.4687115315162034,3.236999988555908,3.316999912261963,3.371000051498413,3.437000036239624,3.4809999465942383,3.5290000438690186
bournemouth-p988-uk,Bournemouth P988 Uk,50.714,-1.8749,western-English-Channel,0.8253959847359706,IBIS_IR_TS_MO_Bournemouth,50.720001220703125,-1.8680000305175781,0.8253971248214589,1.2239999771118164,1.3179999589920044,1.3949999809265137,1.503000020980835,1.5820000171661377,1.6619999408721924
concarneau,Concarneau France,47.874,-3.9072,western-English-Channel,1.3732495120914947,NWS_NO_TS_MO_ConcarneauTG,47.86399841308594,-3.9179999828338623,1.3732514089050711,2.877000093460083,2.9679999351501465,3.0350000858306885,3.121000051498413,3.180000066757202,3.24399995803833
le-crouesty,Le Crouesty France,47.543,-2.8952,western-English-Channel,0.1991009900528072,id_obs_le_crouesty_le_crouesty_france_re,47.54199981689453,-2.8929998874664307,0.19910126506281928,2.9549999237060547,3.055000066757202,3.13100004196167,3.2300000190734863,3.302000045776367,3.3910000324249268
morayfirth-p207-uk,Morayfirth P207 Uk,57.599,-4.0022,British-North-Sea,0.7044882331703156,IBIS_IR_TS_MO_MorayFirth,57.60499954223633,-4.00600004196167,0.7044892062509063,2.8010001182556152,2.9100000858306885,2.990000009536743,3.0969998836517334,3.1700000762939453,3.23799991607666
harwich-p022-uk,Harwich P022 Uk,51.947,1.2845,eastern-Channel-southern-North-Sea,0.4766645919401322,id_obs_harwich_p022_uk_bodc,51.95100021362305,1.281999945640564,0.4766652503366525,3.49399995803833,3.7019999027252197,3.8610000610351562,4.072999954223633,4.232999801635742,4.375999927520752
portbury-p341-uk,Portbury P341 Uk,51.5,-2.7285,western-English-Channel,0.4121404730238386,IBIS_IR_TS_MO_Portbury,51.49700164794922,-2.7320001125335693,0.4121410422965115,8.406000137329102,8.593000411987305,8.73799991607666,8.932000160217285,9.092000007629395,9.279000282287598
