station_id,station,tg,lat,lon,num_year,corrn,rmse,gssr_archive,archive_available,passes_years_ge25,passes_corr_ge045,passes_corr_ge055,passes_corr_ge065,selected_base_30,selection_reason,match_dist_km,coast_rp_rp10_m,deltadtm_tile_available,deltadtm_tiles,coast_rp_source_station_id,coast_rp_source_lat,coast_rp_source_lon,recomputed_match_dist_km,included_in_primary_match_sample,match_exclusion_reason,threshold_note
porterin-p919-uk,Porterin P919 Uk,porterin-p919-uk-bodc.csv,54.085,-4.7681,23,0.8076482420015287,0.1076303373259787,porterin_p919_uk.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,0.4449054440314385,3.640000104904175,True,DeltaDTM_v1_1_N54W005.tif,IBIS_IR_TS_MO_PortErin,54.0890007019043,-4.76800012588501,0.4449060585610111,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
workington-p217-uk,Workington P217 Uk,workington-p217-uk-bodc.csv,54.651,-3.5676,23,0.7946634680850224,0.1453387625418261,workington_p217_uk.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,1.112541052229465,5.426000118255615,True,DeltaDTM_v1_1_N54W004.tif,id_coast_glob_eur_01594,54.6609992980957,-3.566999912261963,1.1125425889366163,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
sthelier-p074-uk,Sthelier P074 Uk,sthelier-p074-uk-bodc.csv,49.183,-2.1167,23,0.7696754529322409,0.0970682422719911,sthelier_p074_uk.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,0.1134006952303961,6.500999927520752,True,DeltaDTM_v1_1_N49W003.tif,IBIS_IR_TS_MO_StHelier,49.18199920654297,-2.117000102996826,0.11340085186610882,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
gladstone-p234-uk,Gladstone P234 Uk,gladstone-p234-uk-bodc.csv,53.45,-3.018,23,0.7675975524111014,0.1541187337787804,gladstone_p234_uk.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,0.7239068768526228,5.577000141143799,True,DeltaDTM_v1_1_N53W004.tif;DeltaDTM_v1_1_N53W003.tif,IBIS_IR_TS_MO_Liverpool,53.44499969482422,-3.0250000953674316,0.723907876755402,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
llandudno-p007-uk,Llandudno P007 Uk,llandudno-p007-uk-bodc.csv,53.332,-3.8252,21,0.6694648359059243,0.1947741704252152,llandudno_p007_uk.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,0.5884438931502196,5.040999889373779,True,DeltaDTM_v1_1_N53W004.tif,IBIS_IR_TS_MO_Llandudno,53.327999114990234,-3.8310000896453857,0.5884447059435365,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
portellen-p202-uk,Portellen P202 Uk,portellen-p202-uk-bodc.csv,55.627,-6.1901,20,0.8195141029226296,0.1144683827010911,portellen_p202_uk.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,0.0690480110244961,1.437000036239624,True,DeltaDTM_v1_1_N55W007.tif,IBIS_IR_TS_MO_PortEllen,55.62699890136719,-6.189000129699707,0.06904810639764125,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
saint-malo,Saint Malo France,saint-malo-france-refmar.csv,48.64100000000001,-2.0281,20,0.7246898262478763,0.100409667177574,saint_malo_.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,0.1294324044256098,7.427999973297119,True,DeltaDTM_v1_1_N48W003.tif;DeltaDTM_v1_1_N48W002.tif,id_obs_saint_malo_saint_malo_france_refm,48.63999938964844,-2.0290000438690186,0.12943258320525342,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
newport-p057-uk,Newport P057 Uk,newport-p057-uk-bodc.csv,51.55,-2.9874,20,0.5756239262099345,0.1985547948307252,newport_p057_uk.7z,True,False,True,True,False,False,excluded: fewer than 25 metadata years,0.7106021951361563,8.60200023651123,True,DeltaDTM_v1_1_N51W004.tif;DeltaDTM_v1_1_N51W003.tif,IBIS_IR_TS_MO_Newport,51.55500030517578,-2.9809999465942383,0.7106031766617161,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
portrush-p935-uk,Portrush P935 Uk,portrush-p935-uk-bodc.csv,55.207,-6.6568,19,0.8141379251676881,0.1043191308536626,portrush_p935_uk.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,0.4513471141496154,2.005000114440918,True,DeltaDTM_v1_1_N55W007.tif,id_obs_portrush_p935_uk_bodc,55.202999114990234,-6.6579999923706055,0.4513477375768086,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
bangor-p662-uk,Bangor P662 Uk,bangor-p662-uk-bodc.csv,54.665,-5.6695,19,0.8043633796544759,0.1072522900380858,bangor_p662_uk.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,2.8109575972725023,2.615000009536743,True,DeltaDTM_v1_1_N54W006.tif,id_coast_glob_eur_00771,54.689998626708984,-5.676000118255615,2.8109614799325007,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
stmarys-p231-uk,Stmarys P231 Uk,stmarys-p231-uk-bodc.csv,49.918,-6.3164,18,0.818359394065871,0.0685564391477133,stmarys_p231_uk.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,0.4687108841051639,3.371000051498413,True,DeltaDTM_v1_1_N49W007.tif,IBIS_IR_TS_MO_StMarys,49.915000915527344,-6.321000099182129,0.4687115315162034,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
bournemouth-p988-uk,Bournemouth P988 Uk,bournemouth-p988-uk-bodc.csv,50.714,-1.8749,17,0.7499152349681946,0.0864003302209651,bournemouth_p988_uk.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,0.8253959847359706,1.3949999809265137,True,DeltaDTM_v1_1_N50W002.tif,IBIS_IR_TS_MO_Bournemouth,50.720001220703125,-1.8680000305175781,0.8253971248214589,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
concarneau,Concarneau France,concarneau-france-refmar.csv,47.874,-3.9072,15,0.7697711680005387,0.0905170437265566,concarneau_.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,1.3732495120914947,3.0350000858306885,True,DeltaDTM_v1_1_N47W004.tif,NWS_NO_TS_MO_ConcarneauTG,47.86399841308594,-3.9179999828338623,1.3732514089050711,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
le-crouesty,Le Crouesty France,le_crouesty-france-refmar.csv,47.543,-2.8952,12,0.7934613215579938,0.0874937088052527,le_crouesty_.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,0.1991009900528072,3.13100004196167,True,DeltaDTM_v1_1_N47W003.tif,id_obs_le_crouesty_le_crouesty_france_re,47.54199981689453,-2.8929998874664307,0.19910126506281928,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
morayfirth-p207-uk,Morayfirth P207 Uk,morayfirth-p207-uk-bodc.csv,57.599,-4.0022,10,0.8202554335546811,0.0844649902864732,morayfirth_p207_uk.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,0.7044882331703156,2.990000009536743,True,DeltaDTM_v1_1_N57W005.tif;DeltaDTM_v1_1_N57W004.tif,IBIS_IR_TS_MO_MorayFirth,57.60499954223633,-4.00600004196167,0.7044892062509063,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
harwich-p022-uk,Harwich P022 Uk,harwich-p022-uk-bodc.csv,51.947,1.2845,10,0.6911480636102079,0.1397637228831037,harwich_p022_uk.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,0.4766645919401322,3.861000061035156,True,DeltaDTM_v1_1_N51E001.tif,id_obs_harwich_p022_uk_bodc,51.95100021362305,1.281999945640564,0.4766652503366525,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
portbury-p341-uk,Portbury P341 Uk,portbury-p341-uk-bodc.csv,51.5,-2.7285,6,0.5013120829447308,0.2020545510535868,portbury_p341_uk.7z,True,False,True,False,False,False,excluded: fewer than 25 metadata years,0.4121404730238386,8.73799991607666,True,DeltaDTM_v1_1_N51W003.tif,IBIS_IR_TS_MO_Portbury,51.49700164794922,-2.7320001125335693,0.4121410422965115,True,included_match_le6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
montoir-de-bretagne,Montoir De Bretagne,montoir-de-bretagne-france-refmar.csv,47.306,-2.1084,3,0.7059772160489287,0.1241911488918516,montoir_de_bretagne_.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,6.896965727110309,3.276000022888184,True,DeltaDTM_v1_1_N47W003.tif,id_obs_donges_donges_france_refmar,47.27799987792969,-2.190000057220459,6.896975253604789,False,excluded_nearest_coast_rp_point_gt6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
paimboeuf,Paimboeuf France,paimboeuf-france-refmar.csv,47.287,-2.0004,3,0.6603277308444888,0.1370174912744448,paimboeuf_.7z,True,False,True,True,True,False,excluded: fewer than 25 metadata years,14.337043973772587,3.276000022888184,True,DeltaDTM_v1_1_N47W003.tif;DeltaDTM_v1_1_N47W002.tif,id_obs_donges_donges_france_refmar,47.27799987792969,-2.190000057220459,14.337063776941141,False,excluded_nearest_coast_rp_point_gt6km,"The 6 km rule is a pre-specified extraction screen, not an along-coast representativeness guarantee."
