station_id,station,tg,lat,lon,num_year,corrn,rmse,gssr_archive,archive_available,passes_years_ge25,passes_corr_ge045,passes_corr_ge055,passes_corr_ge065,selected_base_30,selection_reason,match_dist_km,coast_rp_rp10_m,deltadtm_tile_available,deltadtm_tiles,window_width_km,bbox_west,bbox_south,bbox_east,bbox_north,terrain_source,terrain_tiles,raster_crs,raster_resolution,raster_nodata,window_area_km2,valid_area_km2,coastal_lowland_area_km2,coastal_lowland_cells,valid_cells,nodata_cells,capped_30m_cells,capped_30m_area_km2,boundary_nodata_seed_proxy,official_mask_classes_used,connected_0m_lowland_pct,all_below_0m_lowland_pct,unconnected_0m_lowland_pct,connected_0m_area_km2,all_below_0m_area_km2,unconnected_0m_area_km2,connected_0m_window_pct,seed_proxy_0m_cells,boundary_nodata_reachable_0m_cells,connected_0.5m_lowland_pct,all_below_0.5m_lowland_pct,unconnected_0.5m_lowland_pct,connected_0.5m_area_km2,all_below_0.5m_area_km2,unconnected_0.5m_area_km2,connected_0.5m_window_pct,seed_proxy_0.5m_cells,boundary_nodata_reachable_0.5m_cells,connected_1m_lowland_pct,all_below_1m_lowland_pct,unconnected_1m_lowland_pct,connected_1m_area_km2,all_below_1m_area_km2,unconnected_1m_area_km2,connected_1m_window_pct,seed_proxy_1m_cells,boundary_nodata_reachable_1m_cells,connected_1.5m_lowland_pct,all_below_1.5m_lowland_pct,unconnected_1.5m_lowland_pct,connected_1.5m_area_km2,all_below_1.5m_area_km2,unconnected_1.5m_area_km2,connected_1.5m_window_pct,seed_proxy_1.5m_cells,boundary_nodata_reachable_1.5m_cells,connected_2m_lowland_pct,all_below_2m_lowland_pct,unconnected_2m_lowland_pct,connected_2m_area_km2,all_below_2m_area_km2,unconnected_2m_area_km2,connected_2m_window_pct,seed_proxy_2m_cells,boundary_nodata_reachable_2m_cells,connected_2.5m_lowland_pct,all_below_2.5m_lowland_pct,unconnected_2.5m_lowland_pct,connected_2.5m_area_km2,all_below_2.5m_area_km2,unconnected_2.5m_area_km2,connected_2.5m_window_pct,seed_proxy_2.5m_cells,boundary_nodata_reachable_2.5m_cells,connected_3m_lowland_pct,all_below_3m_lowland_pct,unconnected_3m_lowland_pct,connected_3m_area_km2,all_below_3m_area_km2,unconnected_3m_area_km2,connected_3m_window_pct,seed_proxy_3m_cells,boundary_nodata_reachable_3m_cells,connected_2m_shift_m1p0_lowland_pct,connected_2m_shift_m1p0_area_km2,connected_2m_shift_m0p5_lowland_pct,connected_2m_shift_m0p5_area_km2,connected_2m_shift_0p5_lowland_pct,connected_2m_shift_0p5_area_km2,connected_2m_shift_1p0_lowland_pct,connected_2m_shift_1p0_area_km2,advanced_terrain_status
esbjerg-130121-denmark,Esbjerg 130121 Denmark,esbjerg-130121-denmark-dmi.csv,55.467,8.4333,37,0.8293650913766994,0.2188902502771649,esbjerg_130121_denmark.7z,True,True,True,True,True,True,included in baseline 30-station subset,1.0961426145407729,3.3989999294281006,True,DeltaDTM_v1_1_N55E008.tif,10.0,8.354067190723551,55.42178141335214,8.512532809276447,55.512218586647855,DeltaDTM:DeltaDTM_v1_1_N55E008.tif,DeltaDTM_v1_1_N55E008.tif,EPSG:4326,"(0.00041666666666666664, 0.0002777777777777778)",-9999.0,101.02375509628409,60.472822092407014,42.252396941575014,51816,74144,49736,376,0.30695187692900333,True,False,0.015430663841565181,0.025079490106183218,0.009648826264618035,0.0065198253370582085,0.010596685710587566,0.0040768603735293575,0.006453754694471878,607,49583,0.2951381147446168,0.4764893907381446,0.18135127599352782,0.12470292776777663,0.20132818875917324,0.07662526099139662,0.12343921253859977,607,49583,3.574504598610742,3.9488125126581903,0.37430791404744823,1.5103138716998634,1.6684679373269207,0.15815406562705725,1.4950086445117863,607,49583,7.776206008663094,8.665890202217593,0.8896841935544981,3.285633429774938,3.661546326762035,0.37591289698709707,3.2523374592871295,607,49583,11.983763666727024,13.176623757515864,1.1928600907888405,5.063427393005747,5.56743937352348,0.504011980517733,5.012115604077355,607,49583,16.27759812932465,17.64253749900065,1.3649393696759993,6.87767537415664,7.454394974643975,0.5767196004873352,6.807978348856307,607,49583,20.11065256557482,22.336406217912074,2.2257536523372536,8.497232749547713,9.437667017674853,0.9404342681271398,8.411123444628583,607,49583,20.11065256557482,8.497232749547713,16.27759812932465,6.87767537415664,7.776206008663094,3.285633429774938,3.574504598610742,1.5103138716998634,ok
denhelder-hel-nl,Denhelder Hel Nl,denhelder-hel-nl-rws.csv,52.965,4.7464,37,0.8248201333244836,0.1571698385026642,denhelder_hel_nl.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.6271861455373051,2.635999917984009,True,DeltaDTM_v1_1_N52E004.tif;DeltaDTM_v1_1_N53E004.tif,10.0,4.671826943020207,52.91978141335215,4.820973056979794,53.01021858664786,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N52E004.tif;DeltaDTM_v1_1_N53E004.tif,EPSG:4326,"(0.00041666666666666664, 0.0002777777777777778)",-9999.0,100.94588427161035,29.157555650457855,29.106843778258753,50493,50581,124481,0,0.0,True,False,2.0791016719054722,17.399199447032277,15.320097775126806,0.6051608756326916,5.064357801715346,4.4591969260826545,0.5994903903208313,1131,122938,39.52723576793047,41.01815937878631,1.49092361085583,11.50513076483554,11.939091571100521,0.4339608062649809,11.397325257837382,1131,122938,59.34943952347382,59.71384154224903,0.3644020187752159,17.27474864536968,17.380814571699403,0.10606592632972323,17.112880599360867,1131,122938,67.94411212746694,68.48719266647888,0.5430805390119448,19.77638657346676,19.93446017754709,0.15807360408033233,19.591077651323914,1131,122938,71.98711264601532,73.05773253294457,1.0706198869292647,20.95317641835483,21.2648000763023,0.3116236579474716,20.756840726638345,1131,122938,75.86322467458817,76.57495685714963,0.7117321825614524,22.081390291181826,22.28855306567958,0.20716277449775333,21.87448299701696,1131,122938,79.46405095277676,79.82458987501872,0.36053892224196155,23.129477170700664,23.23441867155745,0.10494150085678555,22.91274908095041,1131,122938,79.46405095277676,23.129477170700664,75.86322467458817,22.081390291181826,67.94411212746694,19.77638657346676,59.34943952347382,17.27474864536968,ok
lerwick-p041-uk,Lerwick P041 Uk,lerwick-p041-uk-bodc.csv,60.15,-1.1333,37,0.8243864918895287,0.0751129277312689,lerwick_p041_uk.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.0940864059903398,1.5080000162124634,True,DeltaDTM_v1_1_N60W002.tif,10.0,-1.223540622239346,60.10478141335214,-1.043059377760654,60.195218586647854,DeltaDTM:DeltaDTM_v1_1_N60W002.tif,DeltaDTM_v1_1_N60W002.tif,EPSG:4326,"(0.0005555555555555556, 0.0002777777777777778)",-9999.0,101.0688842915197,57.35178539972887,10.5246255636534,11029,60117,45833,39198,37.39107447826023,True,False,0.08155536041034768,0.12689260740963776,0.045337246999290086,0.008583396310277117,0.013354971797821085,0.004771575487543969,0.008492620028850281,854,44452,2.239444561067381,2.3119637862809523,0.0725192252135707,0.2356931547579433,0.24332553167333415,0.007632376915390843,0.23320051112676565,854,44452,6.092936134714279,6.319563705143227,0.22662757042894877,0.6412587140112143,0.665110417222866,0.023851703211651754,0.6344768901985592,854,44452,9.520286449722002,10.018924094957033,0.4986376452350321,1.0019745014204724,1.054454246500878,0.05247974508040554,0.9913778196367646,854,44452,12.965798213091045,13.609534673247367,0.6437364601563222,1.3646017132666959,1.4323525653148657,0.06775085204816977,1.3501699586696578,854,44452,16.87424530734041,17.427147741491666,0.5529024341512571,1.775951135289933,1.8341420462166782,0.05819091092674511,1.7571690315363917,854,44452,20.691524031381352,20.872835294852027,0.18131126347067575,2.177705427716248,2.196787759301266,0.01908233158501771,2.1546744509763736,854,44452,20.691524031381352,2.177705427716248,16.87424530734041,1.775951135289933,9.520286449722002,1.0019745014204724,6.092936134714279,0.6412587140112143,ok
cuxhaven-germany,Cuxhaven Germany,cuxhaven-germany-bsh.csv,53.867,8.7167,37,0.8212878428465595,0.2341981421529836,cuxhaven_germany.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.5308434347028981,4.696000099182129,True,DeltaDTM_v1_1_N53E008.tif,10.0,8.64052824896714,53.82178141335214,8.792871751032859,53.91221858664785,DeltaDTM:DeltaDTM_v1_1_N53E008.tif,DeltaDTM_v1_1_N53E008.tif,EPSG:4326,"(0.00041666666666666664, 0.0002777777777777778)",-9999.0,101.03395215857782,47.98037855720641,46.23510344633348,54625,56688,62628,0,0.0,True,False,0.0,2.0058644501190996,2.0058644501190996,0.0,0.927413503505794,0.927413503505794,0.0,740,62572,0.020147988769311665,9.480815267041494,9.460667278272183,0.0093154434498469,4.383464746272413,4.374149302822566,0.009220111903794329,740,62572,0.13188020895785763,26.356016364412174,26.224136155454314,0.06097495103690623,12.18573143041855,12.124756479381643,0.06035095107553845,740,62572,0.38459637852309897,45.94790649407525,45.56331011555215,0.17781853346100712,21.24406209896027,21.066243565499263,0.1759987901709636,740,62572,62.944552463617626,63.909734912854084,0.9651824492364502,29.10247894538526,29.54873204923559,0.4462531038503279,28.80465261787193,740,62572,74.0690225121461,74.41332623733763,0.3443037251915316,34.245889180178786,34.40507836369067,0.15918918351188438,33.89542668431713,740,62572,78.57955583297338,78.74617374675269,0.16661791377930021,36.33133892704462,36.4083748918406,0.07703596479598218,35.959534543418414,740,62572,78.57955583297338,36.33133892704462,74.0690225121461,34.245889180178786,0.38459637852309897,0.17781853346100712,0.13188020895785763,0.06097495103690623,ok
delfzijl-del-nl,Delfzijl Del Nl,delfzijl-del-nl-rws.csv,53.326,6.9331,37,0.8130688162971842,0.2137319247967526,delfzijl_del_nl.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.2941116420316665,4.093999862670898,True,DeltaDTM_v1_1_N53E006.tif,10.0,6.857897467341865,53.280781413352145,7.008302532658134,53.371218586647856,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N53E006.tif;DeltaDTM_v1_1_N53E007.tif,EPSG:4326,"(0.00041666666666666664, 0.0002777777777777778)",-9999.0,100.9444918183847,63.64410477579769,63.64410477579769,111226,111226,65140,0,0.0,True,False,71.25296682746657,72.78759679450299,1.5346299670364145,45.348312863537195,46.32501436767864,0.9767015041414453,44.9240092714777,707,64593,86.00129964749128,86.26837589017558,0.2670762426842959,54.734757256197085,54.90473553992234,0.16997828372525703,54.222628961938476,707,64593,91.44958870320782,91.62583817488917,0.17624947168134747,58.202272051305634,58.3144444497293,0.11217239842366666,57.65769979408172,707,64593,94.67054411142632,94.81711552282682,0.1465714114004896,60.252220286093944,60.34550434873704,0.09328406264309308,59.68846759315736,707,64593,96.97790909167341,96.9959001191143,0.017991027440872016,61.72072207168247,61.73217230003718,0.0114502283547111,61.14322927369621,707,64593,97.78552232707119,97.79901479434365,0.013492467272443399,62.23472028540224,62.243307445409954,0.00858716000771409,61.65241823929577,707,64593,98.21277923134171,98.21367764706302,0.0008984157212999022,62.506644117217995,62.50721590586098,0.0005717886429863483,61.92179780317033,707,64593,98.21277923134171,62.506644117217995,97.78552232707119,62.23472028540224,94.67054411142632,60.252220286093944,91.44958870320782,58.202272051305634,ok
portpatrick-p063-uk,Portpatrick P063 Uk,portpatrick-p063-uk-bodc.csv,54.843,-5.12,37,0.806112528372705,0.1175289694492101,portpatrick_p063_uk.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.7785273697399445,2.88700008392334,True,DeltaDTM_v1_1_N54W006.tif,10.0,-5.198002926361625,54.79778141335215,-5.041997073638375,54.88821858664786,DeltaDTM:DeltaDTM_v1_1_N54W006.tif,DeltaDTM_v1_1_N54W006.tif,EPSG:4326,"(0.00041666666666666664, 0.0002777777777777778)",-9999.0,101.02803153558827,45.821973707095836,0.929042739541494,1121,55281,66643,53353,44.22415401238209,True,False,0.8924902749366499,0.8924902749366499,0.0,0.008291616100412864,0.008291616100412864,0.0,0.00820724305361928,803,66591,6.24696137297384,6.24696137297384,0.0,0.05803694107757509,0.05803694107757509,0.0,0.05744637423439347,803,66591,14.989624908019296,14.989624908019296,0.0,0.13926002189245662,0.13926002189245662,0.0,0.13784295286739373,803,66591,21.590585368889393,21.590585368889393,0.0,0.20058576579417497,0.20058576579417497,0.0,0.1985446640356606,803,66591,26.853430154662274,26.853430154662274,0.0,0.24947984316973604,0.24947984316973604,0.0,0.24694120966006738,803,66591,31.402282034232666,31.402282034232666,0.0,0.29174062128938155,0.29174062128938155,0.0,0.28877195453086957,803,66591,35.68411832156963,35.68411832156963,0.0,0.33152071043593867,0.33152071043593867,0.0,0.32814725318997895,803,66591,35.68411832156963,0.33152071043593867,31.402282034232666,0.29174062128938155,21.590585368889393,0.20058576579417497,14.989624908019296,0.13926002189245662,ok
newlyn-p001-uk,Newlyn,newlyn-p001-uk-bodc.csv,50.102,-5.5417,37,0.8048393708363191,0.0758261956468813,newlyn_p001_uk.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.898627283055563,3.345999956130981,True,DeltaDTM_v1_1_N50W006.tif,10.0,-5.611724880786686,50.05678141335214,-5.471675119213313,50.14721858664785,DeltaDTM:DeltaDTM_v1_1_N50W006.tif,DeltaDTM_v1_1_N50W006.tif,EPSG:4326,"(0.00041666666666666664, 0.0002777777777777778)",-9999.0,101.05867296906997,62.26985747654955,4.443400769289739,4814,67483,42053,59054,54.48959198086344,True,False,0.7268474596213236,0.7683580011185767,0.04151054149725305,0.03229674561237682,0.034141225332602096,0.0018444797202252783,0.031958410558450105,463,41743,1.9726708664577228,1.9726708664577228,0.0,0.08765367245573702,0.08765367245573702,0.0,0.08673542792568066,463,41743,3.5092090357676664,3.5092090357676664,0.0,0.15592822129128553,0.15592822129128553,0.0,0.1542947445381644,463,41743,4.87945222642231,4.87945222642231,0.0,0.21681361776597424,0.21681361776597424,0.0,0.21454231625654954,463,41743,6.2497829892873975,6.353660411651803,0.10387742236440545,0.2777029054249355,0.2823185956093938,0.004615690184458343,0.27479373839584187,463,41743,7.765611481331223,8.347312410627703,0.5817009292964798,0.34505724030152385,0.3709045438688492,0.02584730356732534,0.3414424810497285,463,41743,8.803962029049249,10.7983972528731,1.994435223823849,0.3911953165267509,0.4798160666051253,0.08862075007837444,0.3870972228642663,463,41743,8.803962029049249,0.3911953165267509,7.765611481331223,0.34505724030152385,4.87945222642231,0.21681361776597424,3.5092090357676664,0.15592822129128553,ok
fishguard-p055-uk,Fishguard P055 Uk,fishguard-p055-uk-bodc.csv,52.014,-4.9833,37,0.7981757180354606,0.0910834652015793,fishguard_p055_uk.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.6424302156659428,2.997999906539917,True,DeltaDTM_v1_1_N52W006.tif;DeltaDTM_v1_1_N51W005.tif;DeltaDTM_v1_1_N51W006.tif;DeltaDTM_v1_1_N52W005.tif,10.0,-5.056277786609723,51.96878141335215,-4.910322213390277,52.05921858664786,DeltaDTM:mosaic(3),DeltaDTM_v1_1_N51W005.tif;DeltaDTM_v1_1_N51W006.tif;DeltaDTM_v1_1_N52W005.tif,EPSG:4326,"(0.00041666666666666664, 0.0002777777777777778)",-9999.0,100.95018918357098,40.765473827582376,1.279060323579288,2169,69153,101997,65249,38.4633289926905,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585,101997,0.2766235755766892,0.32271975985118256,0.0460961842744934,0.003538182400867797,0.004127780404606837,0.0005895980037390401,0.0035048794157620205,1585,101997,0.9682241018309564,0.9682241018309564,0.0,0.012384170329851686,0.012384170329851686,0.0,0.012267604875243891,1585,101997,2.3054416998050593,2.3054416998050593,0.0,0.02948799006545843,0.02948799006545843,0.0,0.029210435665292852,1585,101997,7.146693586404861,7.238883659922446,0.09219007351758601,0.09141052211149023,0.09258968876413225,0.0011791666526420191,0.09055012462162548,1585,101997,13.554901096171097,14.15420427503374,0.5993031788626408,0.17337536182153848,0.18104081100031993,0.007665449178781453,0.1717434739089664,1585,101997,20.654861448267727,20.7931465585441,0.13828511027637524,0.26418813767506677,0.26595688765402975,0.0017687499789629801,0.26170147853280273,1585,101997,20.654861448267727,0.26418813767506677,13.554901096171097,0.17337536182153848,2.3054416998050593,0.02948799006545843,0.9682241018309564,0.012384170329851686,ok
hoekvanholla-hvh-nl,Hoek van Holland,hoekvanholla-hvh-nl-rws.csv,51.977,4.12,37,0.7955755620275695,0.1539127229808689,hoekvanholla_hvh_nl.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.4316300697656207,3.372999906539917,True,DeltaDTM_v1_1_N52E004.tif;DeltaDTM_v1_1_N51E004.tif,10.0,4.047082498525106,51.93178141335214,4.192917501474894,52.02221858664785,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N52E004.tif;DeltaDTM_v1_1_N51E004.tif,EPSG:4326,"(0.00041666666666666664, 0.0002777777777777778)",-9999.0,100.9501891836272,53.63839083996423,53.636031963013636,90944,90948,80202,0,0.0,True,False,0.14507361522502216,4.001871913555715,3.856798298330692,0.0778117306319923,2.1464452986736084,2.068633568041616,0.07707933116445545,838,79966,4.359193965256258,15.434801334997525,11.075607369741267,2.3380986685346086,8.278614977466928,5.940516308932319,2.3160914183941097,838,79966,28.97355814929309,30.825846265758543,1.8522881164654579,15.540266909777182,16.5337607559717,0.9934938461945162,15.393994835918159,838,79966,40.77571771204668,41.43996681109548,0.6642490990488074,21.87047698518157,22.226753844261417,0.3562768590798484,21.664622089414244,838,79966,47.55977655513188,48.17005146765521,0.6102749125233355,25.5091769546484,25.83650420179167,0.3273272471432698,25.269072956611808,838,79966,51.13938075284805,51.80678611964282,0.6674053667947746,27.429134606284823,27.787104362141736,0.3579697558569137,27.170959091905765,838,79966,53.60901867317074,54.620497609532926,1.0114789363621874,28.753750390599805,29.29626755620618,0.5425171656063732,28.483106988830972,838,79966,53.60901867317074,28.753750390599805,51.13938075284805,27.429134606284823,40.77571771204668,21.87047698518157,28.97355814929309,15.540266909777182,ok
milfordhaven-p056-uk,Milfordhaven P056 Uk,milfordhaven-p056-uk-bodc.csv,51.702,-5.0143,37,0.7890485580401847,0.0991096875377072,milfordhaven_p056_uk.7z,True,True,True,True,True,True,included in baseline 30-station subset,0.1860794166112794,4.375999927520752,True,DeltaDTM_v1_1_N51W005.tif;DeltaDTM_v1_1_N51W006.tif,10.0,-5.086773481355837,51.65678141335214,-4.941826518644164,51.747218586647854,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N51W005.tif;DeltaDTM_v1_1_N51W006.tif,EPSG:4326,"(0.00041666666666666664, 0.0002777777777777778)",-9999.0,100.95129639707696,77.97008244290733,6.914667416395275,11660,131425,38747,103364,61.326832319432754,True,False,0.0,0.9176163533400578,0.9176163533400578,0.0,0.06345011899191952,0.06345011899191952,0.0,537,38581,0.1286231854997918,1.1062692199696027,0.977646034469811,0.008893865497683756,0.0764948372908483,0.06760097179316454,0.00881005575470874,537,38581,1.9294413977145832,2.984274422146119,1.054833024431536,0.13341445564621185,0.2063526510839561,0.07293819543774424,0.13215724850272934,537,38581,3.8334477928034785,4.896863904605115,1.063416111801637,0.265070165453506,0.3386018528369513,0.07353168738344534,0.26257232439184514,537,38581,5.334395607728381,6.457847575207312,1.1234519674789307,0.3688557149492151,0.44653868208333236,0.07768296713411726,0.3653798694158179,537,38581,6.818186106400768,8.010241976412681,1.1920558700119133,0.4714548930884836,0.5538815919174246,0.08242669882894099,0.4670122226405946,537,38581,8.23336231239738,9.554036351345056,1.3206740389476763,0.5693096210891102,0.6606298385370166,0.09132021744790642,0.5639448341998652,537,38581,8.23336231239738,0.5693096210891102,6.818186106400768,0.4714548930884836,3.8334477928034785,0.265070165453506,1.9294413977145832,0.13341445564621185,ok
