n_sites,top_n,top_overlap,top_mismatch_fraction,spearman,kendall,top_water_sites,top_terrain_sites,diagnostic,corr_threshold,target_n,selected_overlap_with_baseline,selected_ids
30,6,1,0.8333333333333334,-0.34371523915461627,-0.25517241379310346,boulogne-sur-mer;cuxhaven-germany;dieppe;le-havre;roscoff;sheerness-p015-uk,delfzijl-del-nl;denhelder-hel-nl;dunkerque;portpatrick-p063-uk;sheerness-p015-uk;wick-p035-uk,corr-threshold sensitivity,0.45,30,30,newlyn-p001-uk;hoekvanholla-hvh-nl;brest;aberdeen-p038-uk;sheerness-p015-uk;esbjerg-130121-denmark;denhelder-hel-nl;lerwick-p041-uk;cuxhaven-germany;delfzijl-del-nl;portpatrick-p063-uk;fishguard-p055-uk;milfordhaven-p056-uk;tregde-006-norway;lowestoft-p024-uk;wick-p035-uk;stornoway-p042-uk;le-conquet;port-tudy;cherbourg;saint-nazaire;saint-gildas;le-havre;dunkerque;roscoff;boulogne-sur-mer;dieppe;immingham-p026-uk;millport-p049-uk;holyhead-p054-uk
30,6,1,0.8333333333333334,-0.34371523915461627,-0.25517241379310346,boulogne-sur-mer;cuxhaven-germany;dieppe;le-havre;roscoff;sheerness-p015-uk,delfzijl-del-nl;denhelder-hel-nl;dunkerque;portpatrick-p063-uk;sheerness-p015-uk;wick-p035-uk,corr-threshold sensitivity,0.55,30,30,newlyn-p001-uk;hoekvanholla-hvh-nl;brest;aberdeen-p038-uk;sheerness-p015-uk;esbjerg-130121-denmark;denhelder-hel-nl;lerwick-p041-uk;cuxhaven-germany;delfzijl-del-nl;portpatrick-p063-uk;fishguard-p055-uk;milfordhaven-p056-uk;tregde-006-norway;lowestoft-p024-uk;wick-p035-uk;stornoway-p042-uk;le-conquet;port-tudy;cherbourg;saint-nazaire;saint-gildas;le-havre;dunkerque;roscoff;boulogne-sur-mer;dieppe;immingham-p026-uk;millport-p049-uk;holyhead-p054-uk
30,6,1,0.8333333333333334,-0.34371523915461627,-0.25517241379310346,boulogne-sur-mer;cuxhaven-germany;dieppe;le-havre;roscoff;sheerness-p015-uk,delfzijl-del-nl;denhelder-hel-nl;dunkerque;portpatrick-p063-uk;sheerness-p015-uk;wick-p035-uk,corr-threshold sensitivity,0.65,30,30,newlyn-p001-uk;hoekvanholla-hvh-nl;brest;aberdeen-p038-uk;sheerness-p015-uk;esbjerg-130121-denmark;denhelder-hel-nl;lerwick-p041-uk;cuxhaven-germany;delfzijl-del-nl;portpatrick-p063-uk;fishguard-p055-uk;milfordhaven-p056-uk;tregde-006-norway;lowestoft-p024-uk;wick-p035-uk;stornoway-p042-uk;le-conquet;port-tudy;cherbourg;saint-nazaire;saint-gildas;le-havre;dunkerque;roscoff;boulogne-sur-mer;dieppe;immingham-p026-uk;millport-p049-uk;holyhead-p054-uk
20,4,1,0.75,-0.27669172932330827,-0.24210526315789474,brest;cuxhaven-germany;milfordhaven-p056-uk;sheerness-p015-uk,delfzijl-del-nl;denhelder-hel-nl;portpatrick-p063-uk;sheerness-p015-uk,subset-size sensitivity at corr>=0.55,0.55,20,20,newlyn-p001-uk;hoekvanholla-hvh-nl;brest;aberdeen-p038-uk;sheerness-p015-uk;esbjerg-130121-denmark;denhelder-hel-nl;lerwick-p041-uk;cuxhaven-germany;delfzijl-del-nl;portpatrick-p063-uk;fishguard-p055-uk;milfordhaven-p056-uk;tregde-006-norway;lowestoft-p024-uk;wick-p035-uk;stornoway-p042-uk;le-conquet;port-tudy;cherbourg
25,5,2,0.6,-0.23384615384615384,-0.17999999999999997,cuxhaven-germany;dunkerque;le-havre;roscoff;sheerness-p015-uk,delfzijl-del-nl;denhelder-hel-nl;dunkerque;portpatrick-p063-uk;sheerness-p015-uk,subset-size sensitivity at corr>=0.55,0.55,25,25,newlyn-p001-uk;hoekvanholla-hvh-nl;brest;aberdeen-p038-uk;sheerness-p015-uk;esbjerg-130121-denmark;denhelder-hel-nl;lerwick-p041-uk;cuxhaven-germany;delfzijl-del-nl;portpatrick-p063-uk;fishguard-p055-uk;milfordhaven-p056-uk;tregde-006-norway;lowestoft-p024-uk;wick-p035-uk;stornoway-p042-uk;le-conquet;port-tudy;cherbourg;saint-nazaire;saint-gildas;le-havre;dunkerque;roscoff
30,6,1,0.8333333333333334,-0.34371523915461627,-0.25517241379310346,boulogne-sur-mer;cuxhaven-germany;dieppe;le-havre;roscoff;sheerness-p015-uk,delfzijl-del-nl;denhelder-hel-nl;dunkerque;portpatrick-p063-uk;sheerness-p015-uk;wick-p035-uk,subset-size sensitivity at corr>=0.55,0.55,30,30,newlyn-p001-uk;hoekvanholla-hvh-nl;brest;aberdeen-p038-uk;sheerness-p015-uk;esbjerg-130121-denmark;denhelder-hel-nl;lerwick-p041-uk;cuxhaven-germany;delfzijl-del-nl;portpatrick-p063-uk;fishguard-p055-uk;milfordhaven-p056-uk;tregde-006-norway;lowestoft-p024-uk;wick-p035-uk;stornoway-p042-uk;le-conquet;port-tudy;cherbourg;saint-nazaire;saint-gildas;le-havre;dunkerque;roscoff;boulogne-sur-mer;dieppe;immingham-p026-uk;millport-p049-uk;holyhead-p054-uk
