station_id,Station,DEM source,Median elevation (m),mean_elev_m,Valid-cell fraction,below_2m_all_valid_pct,Flooded lowland +0.5 m (%),Flooded lowland +1.0 m (%),Flooded lowland +2.0 m (%)
aberdeen-p038-uk,Aberdeen,DeltaDTM:DeltaDTM_v1_1_N57W003.tif,22.46181869506836,20.410858354725647,0.5767324942129629,2.3266752375278292,2.390710382513661,3.7665886026541764,7.240437158469945
brest-france,Brest,DeltaDTM:DeltaDTM_v1_1_N48W005.tif,30.0,27.170997298995257,0.5950279706790124,0.7253718037038538,3.668159522286202,5.224994668372787,7.63489016847942
hoekvanholla-hvh-nl,Hoek v.H.,DeltaDTM:mosaic(2),3.8539462089538574,3.524439921757776,0.4943576388888889,34.71124768315286,5.148906070879777,15.671113929608039,34.71548086538696
newlyn-p001-uk,Newlyn,DeltaDTM:DeltaDTM_v1_1_N50W006.tif,30.0,28.012232951255477,0.6196650752314815,0.5749306872902379,2.5167785234899327,4.194630872483222,8.263422818791947
sheerness-p015-uk,Sheerness,DeltaDTM:DeltaDTM_v1_1_N51E000.tif,2.4701616764068604,4.455923747832634,0.4418402777777778,41.0322527832351,2.133651958692498,10.181787146880602,42.77972177178459
