station_id,station,lat,lon,coast_rp_rp10_m,match_dist_km,window_width_km,terrain_source,terrain_tiles,mask_outside_support_cells,official_clipped_255_cells,coastal_sector,eta_m,neighbours,seed_rule,seed_resolved,seed_status,elevation_offset_m,window_area_km2,reference_land_area_km2,below_area_km2,connected_area_km2,unconnected_below_area_km2,below_reference_land_pct,conditional_connectivity_pct,connected_reference_land_pct,reference_land_window_pct,below_window_pct,connected_window_pct,below_cells,connected_cells
tregde-006-norway,Tregde 006 Norway,58.0,7.5666,0.9990000128746032,0.0353554993422451,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N57E007.tif;DeltaDTM_v1_1_N58E007.tif,0,0,Dutch-German-Bight,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.53654566131203,48.07282594164379,3.175327375768876,2.743390452234989,0.431936923533887,6.60524384321289,86.39709005030394,5.706738471262798,47.81626982052054,3.158381218373996,2.7287494653704685,6281.0,5426.0
lowestoft-p024-uk,Lowestoft P024 Uk,52.473,1.7508,2.378999948501587,0.558679556824671,10.0,DeltaDTM:DeltaDTM_v1_1_N52E001.tif,DeltaDTM_v1_1_N52E001.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.59878908870212,47.27630776965928,5.71903283325058,0.6695068487931946,5.049525984457386,12.097037825193507,11.706644607820177,1.4161572262689828,46.99490739195061,5.684991723118926,0.6655217770095251,6562.0,768.0
wick-p035-uk,Wick P035 Uk,58.441,-3.0863,2.559999942779541,2.044426816988848,10.0,DeltaDTM:DeltaDTM_v1_1_N58W004.tif,DeltaDTM_v1_1_N58W004.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.5973544660625,55.683459061785825,0.8797974378350306,0.8640743083235205,0.015723129511510114,1.579997817410761,98.2128693679535,1.551761192430147,55.352806599472935,0.8745731361472721,0.8589433717315343,1175.0,1154.0
stornoway-p042-uk,Stornoway P042 Uk,58.208,-6.3882,2.9800000190734863,1.96547346956443,10.0,DeltaDTM:DeltaDTM_v1_1_N58W007.tif,DeltaDTM_v1_1_N58W007.tif,0,0,Atlantic-Celtic,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.52536391210782,70.28727708840731,1.590244682845599,1.342972594491389,0.24727208835420988,2.262492941425786,84.45068919131747,1.9106908819389867,69.91994294082981,1.5819337736852115,1.3359539744273774,2110.0,1782.0
le-conquet,Le Conquet France,48.359,-4.7807,4.026999950408936,0.3743241107784543,10.0,DeltaDTM:DeltaDTM_v1_1_N48W005.tif,DeltaDTM_v1_1_N48W005.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.64263991857217,35.84920407602422,0.12109487404666514,0.10905001067531517,0.012044863371349968,0.3377895748811138,90.05336644827067,0.3041908836917451,35.62029384864015,0.12032163916272509,0.10835368663177479,191.0,172.0
brest,Brest,48.383,-4.5,4.313000202178955,0.8326028065721115,10.0,DeltaDTM:DeltaDTM_v1_1_N48W005.tif,DeltaDTM_v1_1_N48W005.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.59543634506065,62.636263318855555,0.2876617134030241,0.1761772715744469,0.1114844418285772,0.45925746230846526,61.24460203281081,0.2812704050968057,62.26551183097589,0.28595900952831704,0.17513445736258532,454.0,278.0
port-tudy,Port Tudy France,47.644,-3.4459,3.0,0.3071588803705932,10.0,DeltaDTM:DeltaDTM_v1_1_N47W004.tif,DeltaDTM_v1_1_N47W004.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.58051982042146,15.417579555925613,0.19224331806877024,0.19160042408496827,0.0006428939838019621,1.2469098497038933,99.66558318371722,1.2427399734825972,15.328594029393047,0.1911337487736248,0.1904945653761341,299.0,298.0
cherbourg,Cherbourg France,49.651,-1.6355,3.674000024795532,0.1799794683868606,10.0,DeltaDTM:DeltaDTM_v1_1_N49W002.tif,DeltaDTM_v1_1_N49W002.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.48129346335188,57.660649063556335,0.8478972320329144,0.7787125268263957,0.06918470520651876,1.470495469272851,91.84043742652139,1.3505094713173647,57.384461401849556,0.8438359049808256,0.7749825862964356,1373.0,1261.0
saint-nazaire,Saint Nazaire France,47.267,-2.2016,3.275000095367432,0.5134189518354477,10.0,DeltaDTM:DeltaDTM_v1_1_N47W003.tif,DeltaDTM_v1_1_N47W003.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.67097280733219,56.652887518225974,6.052971363619637,0.330768580987012,5.722202782632625,10.684312183862327,5.464565435994638,0.5838512306731046,56.27529558758744,6.012628262969144,0.3285640058530567,9356.0,511.0
saint-gildas,Saint Gildas France,47.14,-2.2464,3.243000030517578,0.6955371206450615,10.0,DeltaDTM:DeltaDTM_v1_1_N47W003.tif,DeltaDTM_v1_1_N47W003.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.48904841388062,14.601906545415694,0.6566726372354704,0.6521308885363524,0.004541748699118053,4.497170524910902,99.30836943073518,4.466066718808651,14.530843684851456,0.6534768192160169,0.6489571737712595,1012.0,1005.0
le-havre,Le Havre France,49.482,0.106,4.64300012588501,1.1125158833977298,10.0,DeltaDTM:DeltaDTM_v1_1_N49E000.tif,DeltaDTM_v1_1_N49E000.tif,0,0,eastern-Channel-southern-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.62743792318436,42.29796397447385,1.5212842204448311,1.4010474281228575,0.1202367923219736,3.5965897114170833,92.0963623558249,3.3123282930789943,42.03422530419855,1.5117986225646813,1.3923115375275386,2454.0,2260.0
dunkerque,Dunkerque France,51.048,2.3667,4.547999858856201,1.0018618201129972,10.0,DeltaDTM:DeltaDTM_v1_1_N51E002.tif,DeltaDTM_v1_1_N51E002.tif,0,0,eastern-Channel-southern-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.59861011050234,52.60741409663865,18.19179324712672,16.082790875759464,2.109002371367257,34.58028409020219,88.40684729252648,30.571338948946885,52.29437468256484,18.083543328425694,15.987090535439163,20207.0,17864.0
roscoff,Roscoff France,48.718,-3.9657,4.85699987411499,0.6185832324786201,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N48W004.tif;DeltaDTM_v1_1_N48W005.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.54719736499683,28.039641234832324,0.25555553176177465,0.24359499588256703,0.011960535879207618,0.9114079942089632,95.31978987238004,0.8687521849600573,27.88704406453568,0.25416474895275437,0.2422693046314277,406.0,387.0
boulogne-sur-mer,Boulogne Sur Mer,50.727,1.5777,5.7129998207092285,0.8011007337990727,10.0,DeltaDTM:DeltaDTM_v1_1_N50E001.tif,DeltaDTM_v1_1_N50E001.tif,0,0,eastern-Channel-southern-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.70321746230594,46.825788907994536,0.4421320910489036,0.44122581479523,0.0009062762536736213,0.9442063900250033,99.79502138116155,0.9422709688077456,46.49880121806617,0.43904465238600476,0.4381447047214599,488.0,487.0
dieppe,Dieppe France,49.929,1.0845,6.14300012588501,0.5368500847947633,10.0,DeltaDTM:DeltaDTM_v1_1_N49E001.tif,DeltaDTM_v1_1_N49E001.tif,0,0,eastern-Channel-southern-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.50674833504858,54.07552862006931,0.1559993128849424,0.13388286452547737,0.022116448359465024,0.2884841200184692,85.82272706817814,0.24758493895848624,53.80288340421035,0.1552127747331992,0.1332078360342197,254.0,218.0
immingham-p026-uk,Immingham P026 Uk,53.631,-0.18603,4.527999877929688,0.4874162774435815,10.0,DeltaDTM:DeltaDTM_v1_1_N53W001.tif,DeltaDTM_v1_1_N53W001.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_context_ocean_connected_river,0.0,100.69759476177953,61.511323704805164,12.389308536874562,0.24945985437605644,12.139848682498506,20.141508572196,2.013509096440562,0.40555110726152205,61.085196573287185,12.303480104151415,0.2477316910758435,14595.0,294.0
aberdeen-p038-uk,Aberdeen,57.143,-2.0745,2.822000026702881,1.2635678555080092,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N57W002.tif;DeltaDTM_v1_1_N57W003.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.56937551929892,53.28492089218125,0.6232663150400612,0.5234240484859856,0.09984226655407569,1.1696861036937676,83.98080176246037,0.9823117679861098,52.98324725299309,0.61973768040397,0.5204606728273283,1204.0,1011.0
millport-p049-uk,Millport P049 Uk,55.75,-4.9058,2.7170000076293945,0.6640781018002286,10.0,DeltaDTM:DeltaDTM_v1_1_N55W005.tif,DeltaDTM_v1_1_N55W005.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.56111418358014,44.73923972070818,0.8126555636874708,0.6877714063785553,0.12488415730891556,1.8164268520444302,84.63258446884353,1.5372889898712576,44.489602252252396,0.8081210816776762,0.6839337570613913,1009.0,854.0
holyhead-p054-uk,Holyhead P054 Uk,53.308,-4.6312,3.315000057220459,0.6409171148649937,10.0,DeltaDTM:DeltaDTM_v1_1_N53W005.tif,DeltaDTM_v1_1_N53W005.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.63070269096804,38.39536631948196,3.054575752352544,2.1897527668678847,0.8648229854846594,7.955584345610581,71.68762356544609,5.703169358112871,38.15472345193917,3.0354312060534814,2.1760284965837,3571.0,2560.0
sheerness-p015-uk,Sheerness,51.442,0.74306,5.25600004196167,0.4927874549512442,10.0,DeltaDTM:DeltaDTM_v1_1_N51E000.tif,DeltaDTM_v1_1_N51E000.tif,0,0,eastern-Channel-southern-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.61250241371246,47.6914455547565,21.8006432478019,20.36433158513328,1.436311662668622,45.71185250145477,93.41160879363758,42.70017683098357,47.40111259597956,21.667926673922675,20.2403588983369,24432.0,22822.0
heysham-p050-uk,Heysham P050 Uk,54.032,-2.9204,6.624000072479248,0.1527296764442459,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N53W003.tif;DeltaDTM_v1_1_N54W003.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.6515703922863,33.354197698754895,0.3748552041547957,0.3714909052891354,0.0033642988656602535,1.123862152345487,99.10250709384016,1.113775569253171,33.13827848761621,0.372428569861165,0.3690860498661485,669.0,663.0
northshields-p032-uk,Northshields P032 Uk,55.007,-1.4398,3.302000045776367,0.9356076661653266,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N54W002.tif;DeltaDTM_v1_1_N55W002.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.59559381228638,67.75144468081132,0.13464486512255117,0.10289687405329315,0.03174799106925802,0.19873357056353003,76.42094183067314,0.15187406635837505,67.35031039951613,0.13384767664257888,0.1022876551087327,246.0,188.0
whitby-p174-uk,Whitby P174 Uk,54.49,-0.61417,3.430999994277954,0.6840003931342477,10.0,DeltaDTM:DeltaDTM_v1_1_N54W001.tif,DeltaDTM_v1_1_N54W001.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.53277591807797,49.430425824667125,0.22197061549523522,0.13549132717985077,0.08647928831538446,0.4490566524402989,61.04020880311484,0.27410511829383616,49.16846806751555,0.22079427676016264,0.13477328755973053,267.0,163.0
dover-p012-uk,Dover P012 Uk,51.117,1.3181,4.618000030517578,0.50788422881673,10.0,DeltaDTM:DeltaDTM_v1_1_N51E001.tif,DeltaDTM_v1_1_N51E001.tif,0,0,eastern-Channel-southern-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.44831269784376,46.32071332044531,0.13204451456130245,0.1239613728417988,0.008083141719503653,0.28506580554539923,93.87847216042358,0.26761542289782486,46.113978499351774,0.13145518427820932,0.12340811857605226,147.0,138.0
ullapool-p043-uk,Ullapool P043 Uk,57.895,-5.1579,3.25600004196167,0.4910556156495481,10.0,DeltaDTM:DeltaDTM_v1_1_N57W006.tif,DeltaDTM_v1_1_N57W006.tif,0,0,Atlantic-Celtic,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.66537440941732,79.3821572460733,0.22132366297476336,0.21904392144223464,0.0022797415325287174,0.2788078211186573,98.96995129129566,0.2759359647574579,78.85745988806161,0.21986076570342378,0.2175960927253482,291.0,288.0
newhaven-p011-uk,Newhaven P011 Uk,50.782,0.05703,4.261000156402588,0.5395065039179817,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N50E000.tif;DeltaDTM_v1_1_N50W001.tif,326,0,eastern-Channel-southern-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.48693449315492,53.67397835793359,3.1393359960610483,2.031467472886417,1.1078685231746315,5.84889753303897,64.71010033444385,3.784827462088329,53.41388771451658,3.1241235608345654,2.021623490788047,5207.0,3370.0
calais,Calais France,50.969,1.8677,4.699999809265137,1.6681851084393278,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N50E001.tif;DeltaDTM_v1_1_N51E001.tif,514,0,eastern-Channel-southern-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.67211329973779,52.12370643769533,19.4930676106123,14.955355982078956,4.537711628533344,37.397700476102585,76.72140825047491,28.692042458560458,51.775714971338644,19.362926804341825,14.855510122799727,32424.0,24874.0
ilfracombe-p061-uk,Ilfracombe P061 Uk,51.21100000000001,-4.1109,5.764999866485596,0.7893686301624632,10.0,DeltaDTM:DeltaDTM_v1_1_N51W005.tif,DeltaDTM_v1_1_N51W005.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.53631708431308,48.26462464357762,0.08247811005640812,0.08247811005640812,0.0,0.170887292018717,100.0,0.170887292018717,48.00715407458313,0.08203812557330825,0.08203812557330825,92.0,92.0
felixstowe-p204-uk,Felixstowe P204 Uk,51.957,1.3484,3.75,0.8060091662253237,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N51E001.tif;DeltaDTM_v1_1_N52E001.tif,0,0,eastern-Channel-southern-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.62419253842441,39.66926590199232,11.042906751881384,10.628446821913156,0.41445992996822767,27.83743661696239,96.24682215216916,26.792648112450603,39.423189295997766,10.97440533265848,10.562516382781974,18792.0,18087.0
leith-p034-uk,Leith P034 Uk,55.99,-3.1817,3.58899998664856,0.5189396857548381,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N55W004.tif;DeltaDTM_v1_1_N56W004.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.55095692806738,36.077806348558674,0.10565739794390766,0.0875091806904092,0.018148217253498466,0.29285981781464027,82.8235243280048,0.2425568224546591,35.88012232878916,0.10507846088376199,0.08702968461355562,198.0,164.0
tobermory-p223-uk,Tobermory P223 Uk,56.62300000000001,-6.0642,3.0910000801086426,0.4542674993488369,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N56W006.tif;DeltaDTM_v1_1_N56W007.tif,0,0,Atlantic-Celtic,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.6095769405417,53.852406684140846,0.2854984271073407,0.28392387644157124,0.0015745506657694475,0.5301498014413123,99.44849059880198,0.5272259754459309,53.52612377643389,0.2837686389199954,0.28220362819869993,544.0,541.0
cromer-p183-uk,Cromer P183 Uk,52.934,1.3016,3.740000009536743,0.4363097932395557,10.0,DeltaDTM:DeltaDTM_v1_1_N52E001.tif,DeltaDTM_v1_1_N52E001.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.6662331516361,45.20371344228606,0.1423136607528017,0.1423136607528017,0.0,0.3148273668589218,100.0,0.3148273668589218,44.90454448036668,0.14137179498753172,0.14137179498753172,165.0,165.0
avonmouth-p060-uk,Avonmouth P060 Uk,51.511,-2.715,8.786999702453613,0.138408160140448,10.0,DeltaDTM:DeltaDTM_v1_1_N51W003.tif,DeltaDTM_v1_1_N51W003.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_context_ocean_connected_river,0.0,100.4606644512727,54.45693920103256,0.24761767053885958,0.24049489928448997,0.007122771254369609,0.4547036138493889,97.12348022704955,0.44162397448869095,54.20722578183452,0.2464822145974992,0.23939210495779598,278.0,270.0
hinkleypoint-p003-uk,Hinkleypoint P003 Uk,51.215,-3.1343,7.734000205993652,0.6080124463089123,10.0,DeltaDTM:DeltaDTM_v1_1_N51W004.tif,DeltaDTM_v1_1_N51W004.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.52721994384478,39.51394690976025,0.043035261720043426,0.043035261720043426,0.0,0.10891157448362464,100.00000000000001,0.10891157448362464,39.30671407389264,0.04280956117565295,0.04280956117565295,48.0,48.0
mumbles-p932-uk,Mumbles P932 Uk,51.57,-3.9754,5.824999809265137,0.1105824341088979,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N51W004.tif;DeltaDTM_v1_1_N51W005.tif,326,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.52389162612411,23.147627307820482,0.048007260525802495,0.04504515050405061,0.002962110021751882,0.20739603194485132,93.82987075432092,0.19459942872344413,23.026990831107938,0.04775706526002261,0.04481039260953591,81.0,76.0
devonport-p002-uk,Devonport P002 Uk,50.368,-4.1852,3.0480000972747803,0.2527009309996056,10.0,DeltaDTM:DeltaDTM_v1_1_N50W005.tif,DeltaDTM_v1_1_N50W005.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.58051562652668,65.64415531351735,0.6436156240695325,0.6153274771969335,0.028288146872599063,0.9804614302607991,95.60480730816705,0.9373682611317358,65.26528016347199,0.639900899354495,0.6117760217910929,705.0,674.0
weymouth-p991-uk,Weymouth P991 Uk,50.608,-2.4479,1.9019999504089355,0.8387611058243979,10.0,DeltaDTM:DeltaDTM_v1_1_N50W003.tif,DeltaDTM_v1_1_N50W003.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.66307356723769,44.385038867447484,2.281143773219396,1.3504910347851722,0.930652738434224,5.1394430002232445,59.202363772065695,3.0426717408501323,44.0926720142323,2.2661177454468557,1.341595271162781,2512.0,1487.0
barmouth-p923-uk,Barmouth P923 Uk,52.719,-4.0452,3.525000095367432,1.5441251059325087,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N52W004.tif;DeltaDTM_v1_1_N52W005.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.60063934977194,60.04539814294937,4.018998244026714,3.5345509945371414,0.48444724948957285,6.693266042567879,87.94606964037398,5.8864644150122505,59.686895163937635,3.9950026858709276,3.5134478442508565,6954.0,6116.0
portsmouth-p008-uk,Portsmouth P008 Uk,50.803,-1.1118,2.7669999599456787,0.68924288062033,10.0,DeltaDTM:DeltaDTM_v1_1_N50W002.tif,DeltaDTM_v1_1_N50W002.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.5401298749635,63.36461154010801,10.706128012053945,9.509831301370145,1.1962967106838,16.896068249826275,88.82605635448317,15.008111105282625,63.02419901278351,10.64861167910624,9.458741811052985,11842.0,10519.0
malin-head-834a-ireland,Malin Head 834a,55.367,-7.3333,2.555000066757202,0.3437271698171449,10.0,DeltaDTM:DeltaDTM_v1_1_N55W008.tif,DeltaDTM_v1_1_N55W008.tif,0,0,Atlantic-Celtic,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.48574766375096,35.37875233155562,0.42131642930759045,0.4188771602636267,0.0024392690439637432,1.1908741873064945,99.42103633414615,1.1839794584559575,35.20773159785931,0.4192797875350589,0.4168523099069617,518.0,515.0
kinlochbervi-p918-uk,Kinlochbervi P918 Uk,58.457,-5.0504,3.151000022888184,2.3143094507348865,10.0,DeltaDTM:mosaic(2),DeltaDTM_v1_1_N58W005.tif;DeltaDTM_v1_1_N58W006.tif,326,0,Atlantic-Celtic,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.55170407797704,71.0534849340186,0.5186609752134116,0.4901964730765165,0.02846450213689511,0.729958531513336,94.51192522722903,0.6898978614936632,70.66363080124151,0.5158152017107479,0.48750687775154267,1039.0,982.0
porterin-p919-uk,Porterin P919 Uk,54.085,-4.7681,3.640000104904175,0.4449054440314385,10.0,DeltaDTM:DeltaDTM_v1_1_N54W005.tif,DeltaDTM_v1_1_N54W005.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.7051858411738,33.31120903420126,0.7229360885908622,0.7229360885908622,0.0,2.1702487227305673,100.0,2.1702487227305673,33.07794802815588,0.7178737445865337,0.7178737445865337,861.0,861.0
workington-p217-uk,Workington P217 Uk,54.651,-3.5676,5.426000118255615,1.112541052229465,10.0,DeltaDTM:DeltaDTM_v1_1_N54W004.tif,DeltaDTM_v1_1_N54W004.tif,0,0,British-North-Sea,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.6767123267183,44.18089024892522,0.3617803076576811,0.3617803076576811,0.0,0.8188615159616031,100.00000000000001,0.8188615159616031,43.8839223370231,0.3593485517123599,0.3593485517123599,437.0,437.0
sthelier-p074-uk,Sthelier P074 Uk,49.183,-2.1167,6.500999927520752,0.1134006952303961,10.0,DeltaDTM:DeltaDTM_v1_1_N49W003.tif,DeltaDTM_v1_1_N49W003.tif,0,0,western-English-Channel,2.0,4,official_adaptive,True,resolved_local_ocean,0.0,100.63097762002096,55.017106478497276,0.12537438147084692,0.12537438147084692,0.0,0.2278825432592459,100.0,0.2278825432592459,54.67213752631912,0.12458825744916859,0.12458825744916859,201.0,201.0
