sample,terrain_metric,n_sites,spearman,spearman_two_sided_p,spearman_left_p,spearman_null_p025,spearman_null_p975,kendall,kendall_two_sided_p,kendall_left_p,kendall_null_p025,kendall_null_p975
all spatial eligible,connected_2m_lowland_pct,74,-0.3302157165555344,0.0051994800519948,0.0026997300269973002,-0.22639459786749763,0.23404535063838353,-0.22984264018006767,0.004299570042995701,0.0016998300169983002,-0.1549584251536585,0.16014842025449877
all spatial eligible,connected_2m_area_km2,74,-0.2991432114724024,0.009099090090990901,0.0047995200479952005,-0.22815334904891896,0.2297762135601125,-0.17497697768547088,0.027497250274972504,0.013898610138986101,-0.1549584251536585,0.1549584251536585
all spatial eligible,connected_2m_window_pct,74,-0.2991432114724024,0.0100989901009899,0.005099490050994901,-0.22968179639142572,0.22833033495728078,-0.17497697768547088,0.027597240275972403,0.0143985601439856,-0.15569985302520714,0.15569985302520714
GSSR-qualified corr>=0.55,connected_2m_lowland_pct,46,-0.241450553631711,0.10338966103389662,0.0532946705329467,-0.29640136928582456,0.28801381493233474,-0.17399712037148657,0.0898910108989101,0.04689531046895311,-0.204929941770862,0.1991300377584791
GSSR-qualified corr>=0.55,connected_2m_area_km2,46,-0.14443861982259698,0.33496650334966505,0.16728327167283272,-0.2907937341417726,0.29214591891530395,-0.0966650668730481,0.34966503349665035,0.17448255174482552,-0.1991300377584791,0.20299664043340102
GSSR-qualified corr>=0.55,connected_2m_window_pct,46,-0.14443861982259698,0.3374662533746625,0.1703829617038296,-0.28869222006386697,0.2828456012939342,-0.0966650668730481,0.35176482351764826,0.17698230176982302,-0.19719673642101812,0.1933301337460962
baseline 30-station subset,connected_2m_lowland_pct,30,-0.260511679644049,0.1593840615938406,0.0775922407759224,-0.35706340378198,0.36952169076751945,-0.19540229885057472,0.1307869213078692,0.06359364063593641,-0.25057471264367814,0.25517241379310346
baseline 30-station subset,connected_2m_area_km2,30,-0.016240266963292546,0.9366063393660634,0.46505349465053497,-0.35754171301446047,0.35661846496106786,-0.011494252873563218,0.9462053794620537,0.47095290470952905,-0.24597701149425286,0.24597701149425286
baseline 30-station subset,connected_2m_window_pct,30,-0.016240266963292546,0.936906309369063,0.47115288471152883,-0.3584204671857619,0.3530700778642935,-0.011494252873563218,0.946905309469053,0.47725227477252274,-0.25057471264367814,0.24597701149425286
