setting,terrain_metric,n_sites,spearman,kendall,permutation_two_sided_p,top_n,top_overlap,top_overlap_expected_independent,top_mismatch_fraction,top_water_sites,top_terrain_sites,rank_stability_n,terrain_rank_spearman_vs_primary,top20_jaccard_vs_primary,top20_membership_changes_vs_primary
uniform-elevation-offset:+0.5m,connected_reference_land_pct,68,-0.3942817879909913,-0.25987708516242314,0.0007999200079992001,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,barmouth-p923-uk;calais;delfzijl-del-nl;denhelder-hel-nl;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;holyhead-p054-uk;le-havre;portsmouth-p008-uk;saint-gildas;sheerness-p015-uk;stmarys-p231-uk;tregde-006-norway,68,0.9382372027331375,0.75,4
uniform-elevation-offset:+0.5m,below_reference_land_pct,68,-0.3203420238958659,-0.2001755926251097,0.007599240075992401,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;immingham-p026-uk;lowestoft-p024-uk;portsmouth-p008-uk;saint-nazaire;sheerness-p015-uk;stmarys-p231-uk,68,0.9933961904034811,1.0,0
uniform-elevation-offset:+0.5m,conditional_connectivity_pct,68,-0.014681302487843596,-0.013744864803833702,0.9068093190680931,14,4,2.8823529411764706,0.7142857142857143,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,bangor-p662-uk;boulogne-sur-mer;cromer-p183-uk;fishguard-p055-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;malin-head-834a-ireland;newlyn-p001-uk;porterin-p919-uk;portpatrick-p063-uk;roscoff;saint-gildas;ullapool-p043-uk;workington-p217-uk,68,0.8372123189166734,0.5555555555555556,8
uniform-elevation-offset:+0.5m,connected_area_km2,68,-0.39645760964995985,-0.25021949078138717,0.0011998800119988001,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,barmouth-p923-uk;calais;delfzijl-del-nl;denhelder-hel-nl;dunkerque;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;holyhead-p054-uk;le-havre;portsmouth-p008-uk;sheerness-p015-uk;stmarys-p231-uk;tregde-006-norway,68,0.9399931289842346,0.8666666666666667,2
uniform-elevation-offset:+1m,connected_reference_land_pct,68,-0.4184448600984845,-0.2712906057945566,0.00019998000199980003,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,barmouth-p923-uk;calais;delfzijl-del-nl;denhelder-hel-nl;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;holyhead-p054-uk;le-havre;portsmouth-p008-uk;saint-gildas;sheerness-p015-uk;stmarys-p231-uk;tregde-006-norway,68,0.8442569759896171,0.75,4
uniform-elevation-offset:+1m,below_reference_land_pct,68,-0.3600030537847845,-0.2388059701492537,0.0023997600239976003,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;lowestoft-p024-uk;portsmouth-p008-uk;saint-nazaire;sheerness-p015-uk;stmarys-p231-uk;tregde-006-norway,68,0.9496507233652707,0.8666666666666667,2
uniform-elevation-offset:+1m,conditional_connectivity_pct,68,0.040108179323010064,0.0261128469617337,0.7431256874312568,14,6,2.8823529411764706,0.5714285714285714,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,bangor-p662-uk;boulogne-sur-mer;cromer-p183-uk;delfzijl-del-nl;fishguard-p055-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;port-tudy;porterin-p919-uk;roscoff;saint-gildas;sthelier-p074-uk;workington-p217-uk,68,0.7784916499096436,0.6470588235294118,6
uniform-elevation-offset:+1m,connected_area_km2,68,-0.42214757414971177,-0.27304653204565404,0.00039996000399960006,14,1,2.8823529411764706,0.9285714285714286,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,bangor-p662-uk;barmouth-p923-uk;calais;delfzijl-del-nl;denhelder-hel-nl;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;holyhead-p054-uk;le-havre;portsmouth-p008-uk;sheerness-p015-uk;stmarys-p231-uk;tregde-006-norway,68,0.8440279421307783,0.75,4
COAST-match:<=1km,connected_reference_land_pct,56,-0.4200956937799043,-0.27272727272727276,0.0010998900109989002,12,0,2.5714285714285716,1.0,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sthelier-p074-uk,cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;felixstowe-p204-uk;harwich-p022-uk;holyhead-p054-uk;morayfirth-p207-uk;portsmouth-p008-uk;saint-gildas;sheerness-p015-uk;stmarys-p231-uk;tregde-006-norway,56,1.0,1.0,0
COAST-match:<=1km,below_reference_land_pct,56,-0.3757347915242652,-0.2324675324675325,0.004299570042995701,12,0,2.5714285714285716,1.0,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sthelier-p074-uk,cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;immingham-p026-uk;lowestoft-p024-uk;portsmouth-p008-uk;saint-nazaire;sheerness-p015-uk;stmarys-p231-uk,56,1.0,1.0,0
COAST-match:<=1km,conditional_connectivity_pct,56,0.14783797857350284,0.09759289897914496,0.27917208279172084,12,4,2.5714285714285716,0.6666666666666667,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sthelier-p074-uk,boulogne-sur-mer;cromer-p183-uk;delfzijl-del-nl;hinkleypoint-p003-uk;ilfracombe-p061-uk;malin-head-834a-ireland;port-tudy;porterin-p919-uk;portpatrick-p063-uk;saint-gildas;sthelier-p074-uk;tobermory-p223-uk,56,1.0,1.0,0
COAST-match:<=1km,connected_area_km2,56,-0.4140123034859877,-0.26363636363636367,0.0017998200179982,12,0,2.5714285714285716,1.0,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sthelier-p074-uk,cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;felixstowe-p204-uk;harwich-p022-uk;holyhead-p054-uk;morayfirth-p207-uk;newhaven-p011-uk;portsmouth-p008-uk;sheerness-p015-uk;stmarys-p231-uk;tregde-006-norway,56,1.0,1.0,0
COAST-match:<=2km,connected_reference_land_pct,65,-0.3342657342657343,-0.20961538461538465,0.0046995300469953,13,0,2.6,1.0,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sthelier-p074-uk;workington-p217-uk,barmouth-p923-uk;calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;portsmouth-p008-uk;sheerness-p015-uk;stmarys-p231-uk;tregde-006-norway,65,1.0,1.0,0
COAST-match:<=2km,below_reference_land_pct,65,-0.315472027972028,-0.19134615384615386,0.012198780121987801,13,0,2.6,1.0,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sthelier-p074-uk;workington-p217-uk,calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;immingham-p026-uk;lowestoft-p024-uk;portsmouth-p008-uk;sheerness-p015-uk;stmarys-p231-uk,65,1.0,1.0,0
COAST-match:<=2km,conditional_connectivity_pct,65,0.16374345811075286,0.10931872018055273,0.19888011198880112,13,5,2.6,0.6153846153846154,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sthelier-p074-uk;workington-p217-uk,boulogne-sur-mer;cromer-p183-uk;delfzijl-del-nl;hinkleypoint-p003-uk;ilfracombe-p061-uk;malin-head-834a-ireland;port-tudy;porterin-p919-uk;portpatrick-p063-uk;saint-gildas;sthelier-p074-uk;tobermory-p223-uk;workington-p217-uk,65,1.0,1.0,0
COAST-match:<=2km,connected_area_km2,65,-0.33483391608391605,-0.20192307692307696,0.0072992700729927005,13,0,2.6,1.0,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sthelier-p074-uk;workington-p217-uk,barmouth-p923-uk;calais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;portsmouth-p008-uk;sheerness-p015-uk;stmarys-p231-uk;tregde-006-norway,65,1.0,1.0,0
COAST-match:distance-unrestricted,connected_reference_land_pct,74,-0.31056213493240953,-0.19647838596038045,0.007499250074992501,15,1,3.0405405405405403,0.9333333333333333,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;llandudno-p007-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,barmouth-p923-uk;calais;cordemais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;paimboeuf;portsmouth-p008-uk;sheerness-p015-uk;stmarys-p231-uk;tregde-006-norway,68,1.0,1.0,0
COAST-match:distance-unrestricted,below_reference_land_pct,74,-0.27895645054375184,-0.1631141317406932,0.015498450154984501,15,1,3.0405405405405403,0.9333333333333333,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;llandudno-p007-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,calais;cordemais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;donges;dunkerque;felixstowe-p204-uk;harwich-p022-uk;hoekvanholla-hvh-nl;immingham-p026-uk;le-pellerin;montoir-de-bretagne;sheerness-p015-uk;stmarys-p231-uk,68,1.0,1.0,0
COAST-match:distance-unrestricted,conditional_connectivity_pct,74,0.11568827891719473,0.08060923472808261,0.3244675532446755,15,5,3.0405405405405403,0.6666666666666667,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;llandudno-p007-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,bangor-p662-uk;boulogne-sur-mer;cromer-p183-uk;delfzijl-del-nl;hinkleypoint-p003-uk;ilfracombe-p061-uk;malin-head-834a-ireland;port-tudy;portellen-p202-uk;porterin-p919-uk;portpatrick-p063-uk;saint-gildas;sthelier-p074-uk;tobermory-p223-uk;workington-p217-uk,68,1.0,1.0,0
COAST-match:distance-unrestricted,connected_area_km2,74,-0.32363983845405175,-0.19796124170347765,0.006299370062993701,15,1,3.0405405405405403,0.9333333333333333,avonmouth-p060-uk;boulogne-sur-mer;dieppe;gladstone-p234-uk;heysham-p050-uk;hinkleypoint-p003-uk;ilfracombe-p061-uk;llandudno-p007-uk;mumbles-p932-uk;newport-p057-uk;portbury-p341-uk;saint-malo;sheerness-p015-uk;sthelier-p074-uk;workington-p217-uk,barmouth-p923-uk;calais;cordemais;cuxhaven-germany;delfzijl-del-nl;denhelder-hel-nl;dunkerque;esbjerg-130121-denmark;felixstowe-p204-uk;harwich-p022-uk;paimboeuf;portsmouth-p008-uk;sheerness-p015-uk;stmarys-p231-uk;tregde-006-norway,68,1.0,1.0,0
